id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
1138,Thompson,tube,15.51,3024,-0.1124,1.9,1.9,152,6.6
1139,Thompson,tube,15.51,3553,0.0028,1.9,1.9,152,4.7
1140,Thompson,tube,15.51,3675,-0.0127,1.9,1.9,152,5.1
1141,Thompson,tube,15.51,3743,0.0010,1.9,1.9,152,5.6
1142,Thompson,tube,15.51,3811,-0.0204,1.9,1.9,152,5.2
1143,Thompson,tube,15.51,2102,-0.0440,1.9,1.9,696,2.1
1144,Thompson,tube,15.51,2197,-0.1169,1.9,1.9,696,2.1
1145,Thompson,tube,15.51,2455,-0.0221,1.9,1.9,696,2.5
1146,Thompson,tube,15.51,2495,-0.1004,1.9,1.9,696,2.4
1147,Thompson,tube,15.51,3065,-0.0821,1.9,1.9,696,3.0
1148,Thompson,tube,15.51,3174,-0.0878,1.9,1.9,696,3.1
1149,Thompson,tube,15.51,3689,-0.1182,1.9,1.9,696,3.5
1150,Thompson,tube,15.51,3743,-0.0579,1.9,1.9,696,3.7
1151,Thompson,tube,15.51,3879,-0.0692,1.9,1.9,696,3.8
1152,Thompson,tube,17.24,1939,-0.0589,1.9,1.9,152,2.8
1153,Thompson,tube,17.24,1953,-0.0235,1.9,1.9,152,3.1
1154,Thompson,tube,17.24,2007,-0.0627,1.9,1.9,152,3.5
1155,Thompson,tube,17.24,2007,-0.0565,1.9,1.9,152,3.5
1156,Thompson,tube,17.24,2184,-0.1437,1.9,1.9,152,4.8
1157,Thompson,tube,17.24,2184,-0.1342,1.9,1.9,152,4.8
1158,Thompson,tube,17.24,2184,-0.0847,1.9,1.9,152,4.3
1159,Thompson,tube,17.24,2197,-0.0710,1.9,1.9,152,3.8
1160,Thompson,tube,17.24,2211,-0.0553,1.9,1.9,152,4.4
1161,Thompson,tube,17.24,2211,-0.0751,1.9,1.9,152,3.8
1162,Thompson,tube,17.24,2767,-0.0638,1.9,1.9,152,5.0
1163,Thompson,tube,17.24,2821,-0.0156,1.9,1.9,152,4.1
1164,Thompson,tube,17.24,2848,-0.1761,1.9,1.9,152,6.1
1165,Thompson,tube,17.24,2848,-0.0045,1.9,1.9,152,4.2
1166,Thompson,tube,17.24,2875,-0.1285,1.9,1.9,152,5.1
1167,Thompson,tube,17.24,2889,-0.1977,1.9,1.9,152,6.0
1168,Thompson,tube,17.24,2889,-0.1317,1.9,1.9,152,5.1
1169,Thompson,tube,17.24,3445,-0.0077,1.9,1.9,152,4.9
1170,Thompson,tube,17.24,3580,-0.0443,1.9,1.9,152,5.4
1171,Thompson,tube,17.24,3608,-0.0740,1.9,1.9,152,5.0
1172,Thompson,tube,17.24,3621,-0.0220,1.9,1.9,152,5.1
1173,Thompson,tube,17.24,2089,-0.1339,1.9,1.9,696,2.1
1174,Thompson,tube,17.24,2089,-0.1205,1.9,1.9,696,2.1
1175,Thompson,tube,17.24,2197,0.0292,1.9,1.9,696,2.4
1176,Thompson,tube,17.24,2414,-0.0754,1.9,1.9,696,2.5
1177,Thompson,tube,17.24,2984,-0.1258,1.9,1.9,696,3.0
1178,Thompson,tube,17.24,3052,-0.1674,1.9,1.9,696,3.0
1179,Thompson,tube,17.24,3608,-0.0822,1.9,1.9,696,3.7
1180,Thompson,tube,17.24,3648,-0.0703,1.9,1.9,696,3.8
1181,Thompson,tube,17.24,3662,-0.1141,1.9,1.9,696,3.7
1182,Thompson,tube,18.27,861,-0.1224,3.0,3.0,35,2.2
1183,Thompson,tube,18.27,861,-0.1258,3.0,3.0,35,2.3
1184,Thompson,tube,18.27,2902,-0.0137,3.0,3.0,35,2.4
1185,Thompson,tube,18.27,793,-0.1258,3.0,3.0,150,1.1
1186,Thompson,tube,18.27,816,-0.1284,3.0,3.0,150,1.2
1187,Thompson,tube,18.27,833,-0.1124,3.0,3.0,150,1.3
1188,Thompson,tube,18.27,842,-0.1046,3.0,3.0,150,1.3
1189,Thompson,tube,18.27,857,-0.1199,3.0,3.0,150,1.1
1190,Thompson,tube,18.27,2740,-0.0593,3.0,3.0,150,1.7
1191,Thompson,tube,18.27,2753,-0.0601,3.0,3.0,150,1.7
1192,Thompson,tube,18.96,1844,-0.0925,1.9,1.9,152,2.6
1193,Thompson,tube,18.96,1858,-0.0886,1.9,1.9,152,2.7
1194,Thompson,tube,18.96,1872,-0.0965,1.9,1.9,152,3.2
1195,Thompson,tube,18.96,1885,-0.1349,1.9,1.9,152,3.1
1196,Thompson,tube,18.96,2034,-0.2493,1.9,1.9,152,4.2
1197,Thompson,tube,18.96,2034,-0.1943,1.9,1.9,152,3.7
1198,Thompson,tube,18.96,2048,-0.2558,1.9,1.9,152,4.2
1199,Thompson,tube,18.96,2048,-0.1926,1.9,1.9,152,3.7
1200,Thompson,tube,18.96,2061,-0.1554,1.9,1.9,152,3.4
1201,Thompson,tube,18.96,2075,-0.1334,1.9,1.9,152,3.4
1202,Thompson,tube,18.96,2685,-0.1030,1.9,1.9,152,3.6
1203,Thompson,tube,18.96,2699,-0.2049,1.9,1.9,152,4.5
1204,Thompson,tube,18.96,2726,-0.3826,1.9,1.9,152,5.2
1205,Thompson,tube,18.96,2726,-0.3964,1.9,1.9,152,5.1
1206,Thompson,tube,18.96,2726,-0.0910,1.9,1.9,152,3.8
1207,Thompson,tube,18.96,2740,-0.2631,1.9,1.9,152,4.6
1208,Thompson,tube,18.96,2767,-0.2874,1.9,1.9,152,4.5
1209,Thompson,tube,18.96,3377,-0.1556,1.9,1.9,152,4.3
1210,Thompson,tube,18.96,3458,-0.1517,1.9,1.9,152,4.7
1211,Thompson,tube,18.96,3486,-0.1920,1.9,1.9,152,4.5
1212,Thompson,tube,18.96,3499,-0.2057,1.9,1.9,152,4.5
1213,Thompson,tube,18.96,1939,-0.0874,1.9,1.9,696,2.1
1214,Thompson,tube,18.96,1980,-0.1515,1.9,1.9,696,2.1
1215,Thompson,tube,18.96,2184,-0.0603,1.9,1.9,696,2.4
1216,Thompson,tube,18.96,2238,-0.1200,1.9,1.9,696,2.4
1217,Thompson,tube,18.96,2794,-0.1106,1.9,1.9,696,3.0
1218,Thompson,tube,18.96,2862,-0.3155,1.9,1.9,696,2.8
1219,Thompson,tube,18.96,3472,-0.2460,1.9,1.9,696,3.5
1220,Thompson,tube,18.96,3648,-0.3657,1.9,1.9,696,3.5
1221,Thompson,tube,18.96,3784,-0.3630,1.9,1.9,696,3.6
1222,Thompson,tube,2.63,2767,0.0070,3.0,3.0,150,4.3
1223,Thompson,tube,2.63,2848,0.0047,3.0,3.0,150,4.2
1224,Thompson,tube,2.63,2875,0.0080,3.0,3.0,150,4.6
1225,Thompson,tube,8.27,1492,-0.0918,3.6,3.6,76,3.2
1226,Thompson,tube,20.68,1214,-0.8667,3.6,3.6,76,8.1
1227,Weatherhead,tube,13.79,2563,-0.1806,7.7,7.7,457,5.4
1228,Weatherhead,tube,13.79,2618,-0.1023,7.7,7.7,457,4.5
1229,Weatherhead,tube,13.79,2712,-0.0638,7.7,7.7,457,4.1
1230,Weatherhead,tube,13.79,2672,-0.0375,7.7,7.7,457,3.6
1231,Weatherhead,tube,13.79,2645,0.0036,7.7,7.7,457,3.1
1232,Weatherhead,tube,13.79,2590,0.0334,7.7,7.7,457,2.7
1233,Weatherhead,tube,13.79,2550,0.0628,7.7,7.7,457,2.3
1234,Weatherhead,tube,13.79,2618,0.0928,7.7,7.7,457,1.8
1235,Weatherhead,tube,13.79,2645,-0.1711,7.7,7.7,457,5.3
1236,Weatherhead,tube,13.79,2645,-0.1019,7.7,7.7,457,4.5
1237,Weatherhead,tube,13.79,2699,-0.0487,7.7,7.7,457,3.9
1238,Weatherhead,tube,13.79,2685,-0.0389,7.7,7.7,457,3.6
1239,Weatherhead,tube,13.79,2658,0.0081,7.7,7.7,457,3.2
1240,Weatherhead,tube,13.79,2604,0.0214,7.7,7.7,457,2.7
1241,Weatherhead,tube,13.79,2563,0.0640,7.7,7.7,457,2.3
1242,Weatherhead,tube,13.79,2658,0.0886,7.7,7.7,457,1.8
1243,Weatherhead,tube,13.79,2007,-0.2252,7.7,7.7,457,5.1
1244,Weatherhead,tube,13.79,2034,-0.1488,7.7,7.7,457,4.5
1245,Weatherhead,tube,13.79,2021,-0.0991,7.7,7.7,457,4.0
1246,Weatherhead,tube,13.79,2007,-0.0668,7.7,7.7,457,3.6
1247,Weatherhead,tube,13.79,1980,-0.0158,7.7,7.7,457,3.1
1248,Weatherhead,tube,13.79,2034,0.0226,7.7,7.7,457,2.7
1249,Weatherhead,tube,13.79,1980,0.0700,7.7,7.7,457,2.3
1250,Weatherhead,tube,13.79,2034,0.0936,7.7,7.7,457,1.8
1251,Weatherhead,tube,13.79,2007,0.1275,7.7,7.7,457,1.5
1252,Weatherhead,tube,13.79,1994,-0.2387,7.7,7.7,457,5.1
1253,Weatherhead,tube,13.79,1668,-0.2322,7.7,7.7,457,5.2
1254,Weatherhead,tube,13.79,1655,-0.1762,7.7,7.7,457,4.3
1255,Weatherhead,tube,13.79,1655,-0.1381,7.7,7.7,457,4.1
1256,Weatherhead,tube,13.79,1736,-0.0846,7.7,7.7,457,3.6
1257,Weatherhead,tube,13.79,1695,-0.0222,7.7,7.7,457,3.1
1258,Weatherhead,tube,13.79,1682,0.0145,7.7,7.7,457,2.6
1259,Weatherhead,tube,13.79,1682,0.0484,7.7,7.7,457,2.3
1260,Weatherhead,tube,13.79,1655,0.0929,7.7,7.7,457,1.9
1261,Weatherhead,tube,13.79,1614,0.1340,7.7,7.7,457,1.6
1262,Weatherhead,tube,13.79,1668,-0.2365,7.7,7.7,457,5.2
1263,Weatherhead,tube,13.79,1655,-0.1689,7.7,7.7,457,4.5
1264,Weatherhead,tube,13.79,1668,-0.1272,7.7,7.7,457,4.1
1265,Weatherhead,tube,13.79,1668,-0.0770,7.7,7.7,457,3.6
1266,Weatherhead,tube,13.79,1682,-0.0276,7.7,7.7,457,3.2
1267,Weatherhead,tube,13.79,1682,0.0145,7.7,7.7,457,2.6
1268,Weatherhead,tube,13.79,1682,0.0593,7.7,7.7,457,2.3
1269,Weatherhead,tube,13.79,1655,0.0948,7.7,7.7,457,1.8
1270,Weatherhead,tube,13.79,1600,0.1305,7.7,7.7,457,1.5
1271,Weatherhead,tube,13.79,1627,0.1524,7.7,7.7,457,1.4
1272,Weatherhead,tube,13.79,1336,-0.1590,7.7,7.7,457,3.6
1273,Weatherhead,tube,13.79,1290,0.0142,7.7,7.7,457,2.7
1274,Weatherhead,tube,13.79,1397,-0.2653,7.7,7.7,457,4.5
1275,Weatherhead,tube,13.79,1351,-0.1184,7.7,7.7,457,3.6
1276,Weatherhead,tube,13.79,1302,0.0249,7.7,7.7,457,2.7
1277,Weatherhead,tube,13.79,1318,0.0884,7.7,7.7,457,2.3
1278,Weatherhead,tube,13.79,1343,0.1113,7.7,7.7,457,1.8
1279,Weatherhead,tube,13.79,1356,0.1818,7.7,7.7,457,1.4
1280,Weatherhead,tube,13.79,1465,-0.2834,7.7,7.7,457,5.0
1281,Weatherhead,tube,13.79,1383,-0.1775,7.7,7.7,457,4.1
1282,Weatherhead,tube,13.79,1410,-0.0568,7.7,7.7,457,3.2
1283,Weatherhead,tube,13.79,1370,0.0111,7.7,7.7,457,2.7
1284,Weatherhead,tube,13.79,1383,0.0876,7.7,7.7,457,2.3
1285,Weatherhead,tube,13.79,1356,0.1323,7.7,7.7,457,1.8
1286,Weatherhead,tube,13.79,1383,0.1503,7.7,7.7,457,1.5
1287,Weatherhead,tube,13.79,1339,0.1786,7.7,7.7,457,1.3
1288,Weatherhead,tube,13.79,1370,-0.3469,7.7,7.7,457,5.3
1289,Weatherhead,tube,13.79,1356,-0.2201,7.7,7.7,457,4.5
1290,Weatherhead,tube,13.79,1356,-0.3201,7.7,7.7,457,5.0
1291,Weatherhead,tube,13.79,1370,-0.2599,7.7,7.7,457,4.5
1292,Weatherhead,tube,13.79,1356,-0.1965,7.7,7.7,457,4.1
1293,Weatherhead,tube,13.79,1354,-0.0576,7.7,7.7,457,3.2
1294,Weatherhead,tube,13.79,1383,0.0027,7.7,7.7,457,2.7
1295,Weatherhead,tube,13.79,1383,0.0552,7.7,7.7,457,2.3
1296,Weatherhead,tube,13.79,1356,0.0852,7.7,7.7,457,1.8
1297,Weatherhead,tube,13.79,1221,0.1936,7.7,7.7,457,1.4
1298,Weatherhead,tube,13.79,963,-0.2585,7.7,7.7,457,4.0
1299,Weatherhead,tube,13.79,956,-0.1341,7.7,7.7,457,3.2
1300,Weatherhead,tube,13.79,932,-0.0071,7.7,7.7,457,2.7
1301,Weatherhead,tube,13.79,926,0.0808,7.7,7.7,457,2.3
1302,Weatherhead,tube,13.79,913,0.1679,7.7,7.7,457,1.7
1303,Weatherhead,tube,13.79,936,-0.2364,7.7,7.7,457,4.1
1304,Weatherhead,tube,13.79,956,-0.2253,7.7,7.7,457,3.6
1305,Weatherhead,tube,13.79,943,-0.1303,7.7,7.7,457,3.2
1306,Weatherhead,tube,13.79,929,-0.0202,7.7,7.7,457,2.7
1307,Weatherhead,tube,13.79,925,0.0747,7.7,7.7,457,2.2
1308,Weatherhead,tube,13.79,929,0.1693,7.7,7.7,457,1.8
1309,Weatherhead,tube,13.79,694,-0.0573,7.7,7.7,457,3.6
1310,Weatherhead,tube,13.79,734,-0.1702,7.7,7.7,457,3.2
1311,Weatherhead,tube,13.79,693,0.0145,7.7,7.7,457,2.7
1312,Weatherhead,tube,13.79,671,0.1476,7.7,7.7,457,2.2
1313,Weatherhead,tube,13.79,739,-0.1756,7.7,7.7,457,3.5
1314,Weatherhead,tube,13.79,705,-0.1331,7.7,7.7,457,3.4
1315,Weatherhead,tube,13.79,666,0.0324,7.7,7.7,457,3.1
1316,Weatherhead,tube,13.79,678,0.0334,7.7,7.7,457,2.7
1317,Weatherhead,tube,13.79,658,0.1802,7.7,7.7,457,2.3
1318,Weatherhead,tube,13.79,689,-0.1377,7.7,7.7,457,3.2
1319,Weatherhead,tube,13.79,705,0.0818,7.7,7.7,457,2.3
1320,Weatherhead,tube,13.79,678,0.1698,7.7,7.7,457,1.8
1321,Weatherhead,tube,13.79,1994,-0.0123,11.1,11.1,457,2.6
1322,Weatherhead,tube,13.79,1994,0.0101,11.1,11.1,457,2.3
1323,Weatherhead,tube,13.79,1967,0.0229,11.1,11.1,457,2.0
1324,Weatherhead,tube,13.79,1831,0.0928,11.1,11.1,457,1.8
1325,Weatherhead,tube,13.79,1926,-0.2295,11.1,11.1,457,3.9
1326,Weatherhead,tube,13.79,1953,-0.1431,11.1,11.1,457,3.6
1327,Weatherhead,tube,13.79,2007,-0.0766,11.1,11.1,457,3.1
1328,Weatherhead,tube,13.79,1994,-0.0443,11.1,11.1,457,2.8
1329,Weatherhead,tube,13.79,1994,-0.0179,11.1,11.1,457,2.5
1330,Weatherhead,tube,13.79,1953,0.0243,11.1,11.1,457,2.2
1331,Weatherhead,tube,13.79,1899,0.0636,11.1,11.1,457,1.8
1332,Weatherhead,tube,13.79,1804,0.0897,11.1,11.1,457,1.7
1333,Weatherhead,tube,13.79,2007,-0.2107,11.1,11.1,457,4.2
1334,Weatherhead,tube,13.79,2061,-0.1386,11.1,11.1,457,3.8
1335,Weatherhead,tube,13.79,2034,-0.0940,11.1,11.1,457,3.4
1336,Weatherhead,tube,13.79,2034,-0.0898,11.1,11.1,457,3.4
1337,Weatherhead,tube,13.79,2034,-0.0797,11.1,11.1,457,3.1
1338,Weatherhead,tube,13.79,2021,-0.0428,11.1,11.1,457,2.8
1339,Weatherhead,tube,13.79,2048,-0.0111,11.1,11.1,457,2.5
1340,Weatherhead,tube,13.79,2048,0.0295,11.1,11.1,457,2.2
1341,Weatherhead,tube,13.79,1953,0.0615,11.1,11.1,457,1.9
1342,Weatherhead,tube,13.79,1763,0.1169,11.1,11.1,457,1.6
1343,Weatherhead,tube,13.79,1344,-0.3176,11.1,11.1,457,3.9
1344,Weatherhead,tube,13.79,1326,-0.2383,11.1,11.1,457,3.6
1345,Weatherhead,tube,13.79,1349,-0.1897,11.1,11.1,457,3.2
1346,Weatherhead,tube,13.79,1356,-0.1084,11.1,11.1,457,3.0
1347,Weatherhead,tube,13.79,1345,-0.0715,11.1,11.1,457,2.6
1348,Weatherhead,tube,13.79,1343,-0.0124,11.1,11.1,457,2.3
1349,Weatherhead,tube,13.79,1344,0.0384,11.1,11.1,457,2.0
1350,Weatherhead,tube,13.79,1344,0.0976,11.1,11.1,457,1.6
1351,Weatherhead,tube,13.79,1200,0.1597,11.1,11.1,457,1.4
1352,Weatherhead,tube,13.79,1344,-0.3121,11.1,11.1,457,4.1
1353,Weatherhead,tube,13.79,1329,-0.2323,11.1,11.1,457,3.7
1354,Weatherhead,tube,13.79,1370,-0.2389,11.1,11.1,457,3.5
1355,Weatherhead,tube,13.79,1356,-0.1700,11.1,11.1,457,3.2
1356,Weatherhead,tube,13.79,1356,-0.1204,11.1,11.1,457,2.8
1357,Weatherhead,tube,13.79,1370,-0.0665,11.1,11.1,457,2.5
1358,Weatherhead,tube,13.79,1410,-0.0142,11.1,11.1,457,2.2
1359,Weatherhead,tube,13.79,1397,0.0392,11.1,11.1,457,1.8
1360,Weatherhead,tube,13.79,1370,0.0971,11.1,11.1,457,1.6
1361,Weatherhead,tube,13.79,1078,0.1698,11.1,11.1,457,1.3
1362,Weatherhead,tube,13.79,697,-0.2970,11.1,11.1,457,3.8
1363,Weatherhead,tube,13.79,686,-0.1825,11.1,11.1,457,3.5
1364,Weatherhead,tube,13.79,673,-0.0544,11.1,11.1,457,3.2
1365,Weatherhead,tube,13.79,686,-0.0446,11.1,11.1,457,2.9
1366,Weatherhead,tube,13.79,681,-0.0103,11.1,11.1,457,2.8
1367,Weatherhead,tube,13.79,685,-0.0034,11.1,11.1,457,2.5
1368,Weatherhead,tube,13.79,686,0.0088,11.1,11.1,457,2.2
1369,Weatherhead,tube,13.79,674,0.0808,11.1,11.1,457,1.9
1370,Weatherhead,tube,13.79,696,0.1620,11.1,11.1,457,1.6
1371,Weatherhead,tube,13.79,678,-0.1500,11.1,11.1,457,3.9
1372,Weatherhead,tube,13.79,690,-0.4854,11.1,11.1,457,3.6
1373,Weatherhead,tube,13.79,690,-0.3487,11.1,11.1,457,3.8
1374,Weatherhead,tube,13.79,688,-0.3183,11.1,11.1,457,3.5
1375,Weatherhead,tube,13.79,673,-0.1568,11.1,11.1,457,3.3
1376,Weatherhead,tube,13.79,666,-0.1356,11.1,11.1,457,3.0
1377,Weatherhead,tube,13.79,660,-0.0916,11.1,11.1,457,2.8
1378,Weatherhead,tube,13.79,673,-0.0514,11.1,11.1,457,2.5
1379,Weatherhead,tube,13.79,689,0.0196,11.1,11.1,457,2.2
1380,Weatherhead,tube,13.79,682,0.0823,11.1,11.1,457,1.9
1381,Weatherhead,tube,13.79,689,0.1797,11.1,11.1,457,1.6
1382,Weatherhead,tube,13.79,332,0.1583,11.1,11.1,457,2.6
1383,Weatherhead,tube,13.79,340,0.1629,11.1,11.1,457,2.4
1384,Weatherhead,tube,13.79,340,0.0799,11.1,11.1,457,2.7
1385,Weatherhead,tube,13.79,339,0.1252,11.1,11.1,457,2.5
1386,Weatherhead,tube,13.79,339,0.1562,11.1,11.1,457,2.2
1387,Weatherhead,tube,13.79,350,-0.0744,11.1,11.1,457,2.8
1388,Weatherhead,tube,13.79,346,0.0033,11.1,11.1,457,2.5
1389,Williams,tube,5.52,4008,0.1512,9.5,9.5,1836,2.9
1390,Williams,tube,8.27,2710,0.1378,9.5,9.5,1836,2.3
1391,Williams,tube,8.27,4096,0.0482,9.5,9.5,1836,2.8
1392,Williams,tube,8.27,4036,0.0537,9.5,9.5,1836,2.8
1393,Williams,tube,8.27,4027,0.1282,9.5,9.5,1836,2.0
1394,Williams,tube,11.03,1335,0.1694,9.5,9.5,1836,2.2
1395,Williams,tube,11.03,2680,0.0912,9.5,9.5,1836,2.4
1396,Williams,tube,11.03,4092,0.0230,9.5,9.5,1836,3.2
1397,Williams,tube,11.03,2679,0.1083,9.5,9.5,1836,1.6
1398,Williams,tube,11.03,4054,0.0595,9.5,9.5,1836,2.1
1399,Williams,tube,11.03,2723,0.1490,9.5,9.5,1836,1.3
1400,Williams,tube,11.03,2684,0.1533,9.5,9.5,1836,1.3
1401,Williams,tube,11.03,4071,0.0970,9.5,9.5,1836,1.6
1402,Williams,tube,13.79,1333,0.0438,9.5,9.5,1836,2.1
1403,Williams,tube,13.79,1396,0.0627,9.5,9.5,1836,1.8
1404,Williams,tube,13.79,2704,-0.0154,9.5,9.5,1836,3.2
1405,Williams,tube,13.79,2700,0.0147,9.5,9.5,1836,3.3
1406,Williams,tube,13.79,2773,-0.0278,9.5,9.5,1836,3.2
1407,Williams,tube,13.79,1339,0.1114,9.5,9.5,1836,1.4
1408,Williams,tube,13.79,1359,0.1510,9.5,9.5,1836,1.5
1409,Williams,tube,13.79,2042,0.0621,9.5,9.5,1836,2.0
1410,Williams,tube,13.79,2666,0.0322,9.5,9.5,1836,2.5
1411,Williams,tube,13.79,2725,0.0177,9.5,9.5,1836,2.5
1412,Williams,tube,13.79,3404,0.0150,9.5,9.5,1836,3.1
1413,Williams,tube,13.79,3997,-0.0122,9.5,9.5,1836,3.5
1414,Williams,tube,13.79,4684,-0.0124,9.5,9.5,1836,4.1
1415,Williams,tube,13.79,1390,0.1643,9.5,9.5,1836,1.1
1416,Williams,tube,13.79,2721,0.0714,9.5,9.5,1836,1.8
1417,Williams,tube,13.79,2772,0.0863,9.5,9.5,1836,1.9
1418,Williams,tube,13.79,4062,0.0588,9.5,9.5,1836,2.6
1419,Williams,tube,13.79,2680,0.1275,9.5,9.5,1836,1.5
1420,Williams,tube,13.79,2698,0.1195,9.5,9.5,1836,1.5
1421,Williams,tube,13.79,4039,0.0990,9.5,9.5,1836,2.1
1422,Williams,tube,13.79,2731,0.1583,9.5,9.5,1836,1.1
1423,Williams,tube,13.79,2748,0.1565,9.5,9.5,1836,1.1
1424,Williams,tube,13.79,2776,0.1476,9.5,9.5,1836,1.1
1425,Williams,tube,13.79,4073,0.1512,9.5,9.5,1836,1.6
1426,Williams,tube,15.17,670,0.1651,9.5,9.5,1836,1.2
1427,Williams,tube,15.17,1335,-0.0053,9.5,9.5,1836,2.1
1428,Williams,tube,15.17,1332,0.1282,9.5,9.5,1836,1.5
1429,Williams,tube,15.17,2676,0.0047,9.5,9.5,1836,2.6
1430,Williams,tube,15.17,1345,0.1400,9.5,9.5,1836,1.1
1431,Williams,tube,15.17,2691,0.0526,9.5,9.5,1836,1.9
1432,Williams,tube,15.17,4069,0.0415,9.5,9.5,1836,2.8
1433,Williams,tube,15.17,4059,0.0375,9.5,9.5,1836,2.8
1434,Williams,tube,15.17,1340,0.1712,9.5,9.5,1836,0.9
1435,Williams,tube,15.17,2685,0.1093,9.5,9.5,1836,1.6
1436,Williams,tube,15.17,2699,0.1038,9.5,9.5,1836,1.6
1437,Williams,tube,15.17,4136,0.0782,9.5,9.5,1836,2.3
1438,Williams,tube,15.17,2661,0.1601,9.5,9.5,1836,1.2
1439,Williams,tube,15.17,3998,0.1464,9.5,9.5,1836,1.8
1440,Beus,annulus,15.51,3673,0.0856,5.6,15.2,2134,1.9
1441,Beus,annulus,15.51,2710,0.1232,5.6,15.2,2134,1.6
1442,Beus,annulus,15.51,1351,0.2201,5.6,15.2,2134,1.0
1443,Beus,annulus,15.51,1349,0.2195,5.6,15.2,2134,1.0
1444,Beus,annulus,15.51,3682,0.0253,5.6,15.2,2134,2.5
1445,Beus,annulus,15.51,2717,0.0537,5.6,15.2,2134,2.0
1446,Beus,annulus,15.51,1355,0.1439,5.6,15.2,2134,1.2
1447,Beus,annulus,15.51,1354,0.1274,5.6,15.2,2134,1.5
1448,Beus,annulus,13.79,3701,0.0515,5.6,15.2,2134,2.3
1449,Beus,annulus,13.79,2729,0.0908,5.6,15.2,2134,1.9
1450,Beus,annulus,13.79,2723,0.0721,5.6,15.2,2134,1.8
1451,Beus,annulus,13.79,1364,0.1867,5.6,15.2,2134,1.2
1452,Beus,annulus,13.79,3662,0.0124,5.6,15.2,2134,2.9
1453,Beus,annulus,13.79,2722,0.0409,5.6,15.2,2134,2.3
1454,Beus,annulus,11.03,3701,0.0833,5.6,15.2,2134,1.9
1455,Beus,annulus,11.03,2740,0.1162,5.6,15.2,2134,1.6
1456,Beus,annulus,11.03,1359,0.1867,5.6,15.2,2134,1.0
1457,Beus,annulus,11.03,1358,0.1891,5.6,15.2,2134,1.0
1458,Beus,annulus,11.03,3677,0.0481,5.6,15.2,2134,2.5
1459,Beus,annulus,11.03,2730,0.0901,5.6,15.2,2134,2.1
1460,Beus,annulus,8.27,1360,0.1715,5.6,15.2,2134,1.7
1461,Beus,annulus,15.51,3669,0.0707,5.6,15.2,2134,1.8
1462,Beus,annulus,15.51,2707,0.1070,5.6,15.2,2134,1.5
1463,Beus,annulus,15.51,1356,0.1622,5.6,15.2,2134,0.9
1464,Beus,annulus,15.51,1352,0.1712,5.6,15.2,2134,0.9
1465,Beus,annulus,15.51,3670,-0.0279,5.6,15.2,2134,2.2
1466,Beus,annulus,15.51,2729,0.0098,5.6,15.2,2134,1.8
1467,Beus,annulus,15.51,1355,0.1015,5.6,15.2,2134,1.1
1468,Beus,annulus,15.51,3690,-0.0943,5.6,15.2,2134,2.7
1469,Beus,annulus,15.51,2733,-0.0517,5.6,15.2,2134,2.2
1470,Beus,annulus,15.51,1355,0.0426,5.6,15.2,2134,1.3
1471,Beus,annulus,15.51,3674,-0.3137,5.6,15.2,2134,3.3
1472,Beus,annulus,15.51,2704,-0.2010,5.6,15.2,2134,2.7
1473,Beus,annulus,15.51,1344,-0.0425,5.6,15.2,2134,1.7
1474,Beus,annulus,15.51,671,0.1771,5.6,15.2,2134,1.1
1475,Beus,annulus,13.79,3673,0.0847,5.6,15.2,2134,1.5
1476,Beus,annulus,13.79,2717,0.1233,5.6,15.2,2134,1.3
1477,Beus,annulus,13.79,1364,0.2147,5.6,15.2,2134,0.9
1478,Beus,annulus,13.79,1354,0.1817,5.6,15.2,2134,0.8
1479,Beus,annulus,13.79,3721,0.0238,5.6,15.2,2134,2.1
1480,Beus,annulus,13.79,2729,0.0537,5.6,15.2,2134,1.7
1481,Beus,annulus,13.79,1355,0.1538,5.6,15.2,2134,1.1
1482,Beus,annulus,13.79,3679,-0.0394,5.6,15.2,2134,2.6
1483,Beus,annulus,13.79,2721,-0.0185,5.6,15.2,2134,2.0
1484,Beus,annulus,13.79,2719,-0.0150,5.6,15.2,2134,2.0
1485,Beus,annulus,13.79,1351,0.1385,5.6,15.2,2134,1.4
1486,Beus,annulus,13.79,2726,-0.1197,5.6,15.2,2134,2.7
1487,Beus,annulus,13.79,1409,-0.0820,5.6,15.2,2134,1.5
1488,Beus,annulus,13.79,1354,0.0568,5.6,15.2,2134,1.8
1489,Beus,annulus,13.79,1340,-0.0135,5.6,15.2,2134,1.6
1490,Beus,annulus,13.79,1345,0.0224,5.6,15.2,2134,1.7
1491,Beus,annulus,13.79,1349,-0.1462,5.6,15.2,2134,2.4
1492,Beus,annulus,13.79,675,0.1556,5.6,15.2,2134,1.6
1493,Beus,annulus,11.03,3684,0.0718,5.6,15.2,2134,1.8
1494,Beus,annulus,11.03,3677,0.0765,5.6,15.2,2134,1.8
1495,Beus,annulus,11.03,2741,0.1006,5.6,15.2,2134,1.5
1496,Beus,annulus,11.03,1355,0.1847,5.6,15.2,2134,1.0
1497,Beus,annulus,11.03,3665,0.0259,5.6,15.2,2134,2.3
1498,Beus,annulus,11.03,2712,0.0747,5.6,15.2,2134,2.0
1499,Beus,annulus,11.03,1345,0.1459,5.6,15.2,2134,1.2
