Day of Year,Year,Month,Day,First Hour of Period,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Average Wind Speed (Day),Sky Cover,Visibility,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated
152,2009,6,1,4,TRUE,0.556442417,59,27,10.9,4,10.0,83,9,29.91,0
152,2009,6,1,7,TRUE,0.351197263,59,27,10.9,4,9.0,83,11,29.93,464
152,2009,6,1,10,TRUE,0.145952109,59,27,10.9,3,9.0,70,14,29.93,6125
152,2009,6,1,13,TRUE,0.059293044,59,27,10.9,3,10.0,68,15,29.93,18736
152,2009,6,1,16,TRUE,0.264538198,59,27,10.9,3,10.0,70,13,29.91,13171
152,2009,6,1,19,TRUE,0.469783352,59,27,10.9,3,10.0,83,11,29.92,339
152,2009,6,1,22,FALSE,0.675028506,59,27,10.9,4,10.0,90,7,29.94,0
153,2009,6,2,1,FALSE,0.760820046,60,28,12.2,4,10.0,93,10,29.93,0
153,2009,6,2,4,TRUE,0.555808656,60,28,12.2,3,10.0,93,3,29.92,0
153,2009,6,2,7,TRUE,0.350797267,60,28,12.2,3,9.0,86,11,29.93,1148
153,2009,6,2,10,TRUE,0.145785877,60,28,12.2,3,10.0,72,18,29.95,9344
153,2009,6,2,13,TRUE,0.059225513,60,28,12.2,3,10.0,63,17,29.94,33753
153,2009,6,2,16,TRUE,0.264236902,60,28,12.2,3,10.0,65,20,29.91,17287
153,2009,6,2,19,TRUE,0.469248292,60,28,12.2,2,10.0,72,11,29.91,1693
153,2009,6,2,22,FALSE,0.674259681,60,28,12.2,3,10.0,83,16,29.9,0
154,2009,6,3,1,FALSE,0.760820046,61,28,12.9,3,10.0,86,8,29.89,0
154,2009,6,3,4,TRUE,0.555808656,61,28,12.9,3,10.0,80,7,29.88,0
154,2009,6,3,7,TRUE,0.350797267,61,28,12.9,3,10.0,78,9,29.9,3419
154,2009,6,3,10,TRUE,0.145785877,61,28,12.9,3,10.0,54,14,29.9,24872
154,2009,6,3,13,TRUE,0.059225513,61,28,12.9,2,10.0,56,17,29.91,34140
154,2009,6,3,16,TRUE,0.264236902,61,28,12.9,2,10.0,51,18,29.88,20355
154,2009,6,3,19,TRUE,0.469248292,61,28,12.9,3,10.0,75,20,29.89,1992
154,2009,6,3,22,FALSE,0.674259681,61,28,12.9,3,10.0,80,11,29.93,0
155,2009,6,4,1,FALSE,0.759090909,62,27,8.6,4,10.0,78,8,29.93,0
155,2009,6,4,4,TRUE,0.554545455,62,27,8.6,3,10.0,78,5,29.93,0
155,2009,6,4,7,TRUE,0.35,62,27,8.6,4,10.0,72,10,29.98,204
155,2009,6,4,10,TRUE,0.145454545,62,27,8.6,3,10.0,60,6,29.98,17306
155,2009,6,4,13,TRUE,0.059090909,62,27,8.6,3,10.0,56,13,29.96,29287
155,2009,6,4,16,TRUE,0.263636364,62,27,8.6,3,10.0,54,15,29.92,18577
155,2009,6,4,19,TRUE,0.468181818,62,27,8.6,3,10.0,72,13,29.94,1734
155,2009,6,4,22,FALSE,0.672727273,62,27,8.6,3,10.0,81,9,29.94,0
156,2009,6,5,1,FALSE,0.758229285,64,26,8.0,4,10.0,81,6,29.91,0
156,2009,6,5,4,TRUE,0.553916005,64,26,8.0,4,10.0,78,6,29.88,0
156,2009,6,5,7,TRUE,0.349602724,64,26,8.0,2,10.0,72,3,29.9,7123
156,2009,6,5,10,TRUE,0.145289444,64,26,8.0,3,10.0,67,7,29.94,18124
156,2009,6,5,13,TRUE,0.059023837,64,26,8.0,3,10.0,51,14,29.95,33393
156,2009,6,5,16,TRUE,0.263337117,64,26,8.0,3,10.0,55,10,29.94,21052
156,2009,6,5,19,TRUE,0.467650397,64,26,8.0,2,10.0,72,11,29.95,1731
156,2009,6,5,22,FALSE,0.671963678,64,26,8.0,3,10.0,78,6,29.96,0
157,2009,6,6,1,FALSE,0.758229285,62,28,10.6,2,10.0,80,0,29.93,0
157,2009,6,6,4,TRUE,0.553916005,62,28,10.6,2,10.0,80,0,29.93,0
157,2009,6,6,7,TRUE,0.349602724,62,28,10.6,3,10.0,78,8,29.95,6887
157,2009,6,6,10,TRUE,0.145289444,62,28,10.6,3,10.0,63,14,29.96,30094
157,2009,6,6,13,TRUE,0.059023837,62,28,10.6,2,10.0,55,14,29.95,35474
157,2009,6,6,16,TRUE,0.263337117,62,28,10.6,2,10.0,59,18,29.94,20959
157,2009,6,6,19,TRUE,0.467650397,62,28,10.6,2,10.0,65,16,29.95,1672
157,2009,6,6,22,FALSE,0.671963678,62,28,10.6,2,10.0,81,9,29.96,0
158,2009,6,7,1,FALSE,0.758503401,63,27,16.0,1,10.0,78,11,29.94,0
158,2009,6,7,4,TRUE,0.554421769,63,27,16.0,2,10.0,78,10,29.95,0
158,2009,6,7,7,TRUE,0.350340136,63,27,16.0,2,10.0,67,16,29.97,2729
158,2009,6,7,10,TRUE,0.146258503,63,27,16.0,2,10.0,61,17,29.98,29291
158,2009,6,7,13,TRUE,0.057823129,63,27,16.0,1,10.0,55,21,29.96,34710
158,2009,6,7,16,TRUE,0.261904762,63,27,16.0,2,10.0,53,24,29.94,21273
158,2009,6,7,19,TRUE,0.465986395,63,27,16.0,1,10.0,72,16,29.9,1748
158,2009,6,7,22,FALSE,0.670068027,63,27,16.0,1,10.0,78,14,29.93,0
159,2009,6,8,1,FALSE,0.758503401,61,26,14.2,2,10.0,78,11,29.9,0
159,2009,6,8,4,TRUE,0.554421769,61,26,14.2,4,10.0,75,8,29.88,0
159,2009,6,8,7,TRUE,0.350340136,61,26,14.2,4,10.0,69,15,29.9,2755
159,2009,6,8,10,TRUE,0.146258503,61,26,14.2,3,10.0,62,14,29.92,21473
159,2009,6,8,13,TRUE,0.057823129,61,26,14.2,2,10.0,58,18,29.9,36368
159,2009,6,8,16,TRUE,0.261904762,61,26,14.2,3,10.0,67,18,29.88,22558
159,2009,6,8,19,TRUE,0.465986395,61,26,14.2,3,10.0,70,13,29.87,1922
159,2009,6,8,22,FALSE,0.670068027,61,26,14.2,4,10.0,75,13,29.89,0
160,2009,6,9,1,FALSE,0.75678733,62,26,11.2,4,10.0,78,7,29.88,0
160,2009,6,9,4,TRUE,0.553167421,62,26,11.2,4,10.0,72,11,29.89,0
160,2009,6,9,7,TRUE,0.349547511,62,26,11.2,4,10.0,87,8,29.91,2579
160,2009,6,9,10,TRUE,0.145927602,62,26,11.2,4,10.0,70,13,29.93,11212
160,2009,6,9,13,TRUE,0.057692308,62,26,11.2,3,10.0,65,14,29.93,29746
160,2009,6,9,16,TRUE,0.261312217,62,26,11.2,3,10.0,61,16,29.92,13720
160,2009,6,9,19,TRUE,0.464932127,62,26,11.2,4,10.0,81,9,29.93,317
160,2009,6,9,22,FALSE,0.668552036,62,26,11.2,4,10.0,78,10,29.94,0
161,2009,6,10,1,FALSE,0.75678733,62,26,10.5,4,10.0,81,8,29.94,0
161,2009,6,10,4,TRUE,0.553167421,62,26,10.5,4,10.0,90,7,29.93,0
161,2009,6,10,7,TRUE,0.349547511,62,26,10.5,4,10.0,90,7,29.95,6294
161,2009,6,10,10,TRUE,0.145927602,62,26,10.5,4,8.0,73,14,29.96,11037
161,2009,6,10,13,TRUE,0.057692308,62,26,10.5,4,10.0,63,9,29.97,25956
161,2009,6,10,16,TRUE,0.261312217,62,26,10.5,3,10.0,61,13,29.95,19602
161,2009,6,10,19,TRUE,0.464932127,62,26,10.5,4,10.0,72,14,29.96,1858
161,2009,6,10,22,FALSE,0.668552036,62,26,10.5,4,10.0,75,11,29.99,0
162,2009,6,11,1,FALSE,0.755932203,63,26,16.3,4,10.0,75,14,29.96,0
162,2009,6,11,4,TRUE,0.552542373,63,26,16.3,4,10.0,78,10,29.94,0
162,2009,6,11,7,TRUE,0.349152542,63,26,16.3,4,10.0,81,16,29.96,1755
162,2009,6,11,10,TRUE,0.145762712,63,26,16.3,4,9.0,70,14,29.99,10910
162,2009,6,11,13,TRUE,0.057627119,63,26,16.3,2,10.0,57,25,29.98,33064
162,2009,6,11,16,TRUE,0.261016949,63,26,16.3,2,10.0,57,22,29.95,21537
162,2009,6,11,19,TRUE,0.46440678,63,26,16.3,3,10.0,75,21,29.95,1956
162,2009,6,11,22,FALSE,0.66779661,63,26,16.3,2,10.0,81,15,29.96,0
163,2009,6,12,1,FALSE,0.757062147,62,26,14.0,3,10.0,81,9,29.95,0
163,2009,6,12,4,TRUE,0.553672316,62,26,14.0,3,10.0,80,15,29.92,0
163,2009,6,12,7,TRUE,0.350282486,62,26,14.0,4,10.0,75,10,29.94,4016
163,2009,6,12,10,TRUE,0.146892655,62,26,14.0,4,10.0,75,14,29.96,17168
163,2009,6,12,13,TRUE,0.056497175,62,26,14.0,3,10.0,59,20,29.95,29393
163,2009,6,12,16,TRUE,0.259887006,62,26,14.0,4,10.0,65,14,29.93,17765
163,2009,6,12,19,TRUE,0.463276836,62,26,14.0,3,10.0,72,14,29.92,1888
163,2009,6,12,22,FALSE,0.666666667,62,26,14.0,4,10.0,78,8,29.94,0
164,2009,6,13,1,FALSE,0.756207675,64,26,10.1,4,10.0,78,8,29.93,0
164,2009,6,13,4,TRUE,0.553047404,64,26,10.1,3,10.0,84,3,29.92,0
164,2009,6,13,7,TRUE,0.349887133,64,26,10.1,4,10.0,81,8,29.96,3574
164,2009,6,13,10,TRUE,0.146726862,64,26,10.1,4,10.0,65,8,29.98,20529
164,2009,6,13,13,TRUE,0.056433409,64,26,10.1,3,10.0,55,16,29.98,32263
164,2009,6,13,16,TRUE,0.259593679,64,26,10.1,2,10.0,57,15,29.96,21543
164,2009,6,13,19,TRUE,0.46275395,64,26,10.1,2,10.0,70,13,29.97,1894
164,2009,6,13,22,FALSE,0.665914221,64,26,10.1,2,10.0,81,8,29.99,0
165,2009,6,14,1,FALSE,0.756207675,64,26,9.6,3,10.0,81,8,29.97,0
165,2009,6,14,4,TRUE,0.553047404,64,26,9.6,4,10.0,70,6,29.96,0
165,2009,6,14,7,TRUE,0.349887133,64,26,9.6,3,10.0,70,7,29.97,5766
165,2009,6,14,10,TRUE,0.146726862,64,26,9.6,3,10.0,56,11,29.99,27487
165,2009,6,14,13,TRUE,0.056433409,64,26,9.6,2,10.0,47,14,29.98,35153
165,2009,6,14,16,TRUE,0.259593679,64,26,9.6,3,10.0,53,14,29.95,20955
165,2009,6,14,19,TRUE,0.46275395,64,26,9.6,2,10.0,65,11,29.95,2356
165,2009,6,14,22,FALSE,0.665914221,64,26,9.6,3,10.0,75,6,29.96,0
166,2009,6,15,1,FALSE,0.756207675,62,27,11.2,3,10.0,81,7,29.94,0
166,2009,6,15,4,TRUE,0.553047404,62,27,11.2,4,10.0,72,3,29.93,0
166,2009,6,15,7,TRUE,0.349887133,62,27,11.2,4,10.0,70,8,29.95,4724
166,2009,6,15,10,TRUE,0.146726862,62,27,11.2,4,10.0,67,11,29.95,20343
166,2009,6,15,13,TRUE,0.056433409,62,27,11.2,3,10.0,63,15,29.95,20905
166,2009,6,15,16,TRUE,0.259593679,62,27,11.2,3,10.0,63,18,29.94,21711
166,2009,6,15,19,TRUE,0.46275395,62,27,11.2,3,10.0,70,15,29.93,3010
166,2009,6,15,22,FALSE,0.665914221,62,27,11.2,4,10.0,78,13,29.95,0
167,2009,6,16,1,FALSE,0.756482525,61,27,15.0,4,10.0,81,15,29.92,0
167,2009,6,16,4,TRUE,0.553551297,61,27,15.0,4,10.0,84,9,29.89,0
167,2009,6,16,7,TRUE,0.350620068,61,27,15.0,4,9.0,84,14,29.92,1653
167,2009,6,16,10,TRUE,0.147688839,61,27,15.0,4,9.0,78,8,29.93,17545
167,2009,6,16,13,TRUE,0.05524239,61,27,15.0,3,10.0,68,20,29.92,28838
167,2009,6,16,16,TRUE,0.258173619,61,27,15.0,3,10.0,73,20,29.92,16318
167,2009,6,16,19,TRUE,0.461104848,61,27,15.0,4,10.0,84,20,29.92,2179
167,2009,6,16,22,FALSE,0.664036077,61,27,15.0,4,10.0,81,13,29.95,0
168,2009,6,17,1,FALSE,0.756482525,62,26,14.0,4,10.0,81,13,29.93,0
168,2009,6,17,4,TRUE,0.553551297,62,26,14.0,4,10.0,84,16,29.92,0
168,2009,6,17,7,TRUE,0.350620068,62,26,14.0,4,10.0,84,11,29.94,940
168,2009,6,17,10,TRUE,0.147688839,62,26,14.0,4,10.0,81,14,29.96,10068
168,2009,6,17,13,TRUE,0.05524239,62,26,14.0,3,10.0,70,17,29.95,30530
168,2009,6,17,16,TRUE,0.258173619,62,26,14.0,3,10.0,70,20,29.91,21210
168,2009,6,17,19,TRUE,0.461104848,62,26,14.0,3,10.0,81,15,29.88,1986
168,2009,6,17,22,FALSE,0.664036077,62,26,14.0,3,10.0,84,11,29.88,0
169,2009,6,18,1,FALSE,0.757336343,66,29,11.0,3,10.0,87,3,29.86,0
169,2009,6,18,4,TRUE,0.554176072,66,29,11.0,2,10.0,87,0,29.85,0
169,2009,6,18,7,TRUE,0.351015801,66,29,11.0,1,10.0,78,5,29.87,8499
169,2009,6,18,10,TRUE,0.14785553,66,29,11.0,1,10.0,73,5,29.86,28574
169,2009,6,18,13,TRUE,0.05530474,66,29,11.0,1,10.0,54,21,29.84,33454
169,2009,6,18,16,TRUE,0.258465011,66,29,11.0,1,10.0,63,24,29.81,21182
169,2009,6,18,19,TRUE,0.461625282,66,29,11.0,1,10.0,72,16,29.79,1931
169,2009,6,18,22,FALSE,0.664785553,66,29,11.0,0,10.0,78,15,29.8,0
170,2009,6,19,1,FALSE,0.756482525,63,27,23.3,0,10.0,83,8,29.76,0
170,2009,6,19,4,TRUE,0.553551297,63,27,23.3,1,10.0,87,11,29.75,0
170,2009,6,19,7,TRUE,0.350620068,63,27,23.3,1,10.0,75,8,29.77,8805
170,2009,6,19,10,TRUE,0.147688839,63,27,23.3,2,10.0,63,21,29.77,28536
170,2009,6,19,13,TRUE,0.05524239,63,27,23.3,3,10.0,65,33,29.75,26470
170,2009,6,19,16,TRUE,0.258173619,63,27,23.3,2,10.0,65,36,29.73,21306
170,2009,6,19,19,TRUE,0.461104848,63,27,23.3,1,10.0,70,32,29.71,2016
170,2009,6,19,22,FALSE,0.664036077,63,27,23.3,1,10.0,78,30,29.71,0
171,2009,6,20,1,FALSE,0.756482525,59,26,18.8,1,10.0,77,31,29.72,0
171,2009,6,20,4,TRUE,0.553551297,59,26,18.8,1,10.0,86,11,29.71,0
171,2009,6,20,7,TRUE,0.350620068,59,26,18.8,2,8.0,75,6,29.75,7747
171,2009,6,20,10,TRUE,0.147688839,59,26,18.8,2,10.0,65,11,29.76,29088
171,2009,6,20,13,TRUE,0.05524239,59,26,18.8,3,10.0,63,20,29.79,32083
171,2009,6,20,16,TRUE,0.258173619,59,26,18.8,2,10.0,65,29,29.78,20057
171,2009,6,20,19,TRUE,0.461104848,59,26,18.8,2,10.0,72,9,29.77,2016
171,2009,6,20,22,FALSE,0.664036077,59,26,18.8,1,10.0,77,32,29.8,0
172,2009,6,21,1,FALSE,0.757609921,61,28,15.4,1,10.0,80,31,29.82,0
172,2009,6,21,4,TRUE,0.554678692,61,28,15.4,1,10.0,83,16,29.84,0
172,2009,6,21,7,TRUE,0.351747463,61,28,15.4,1,10.0,70,10,29.87,8741
172,2009,6,21,10,TRUE,0.148816234,61,28,15.4,1,10.0,56,5,29.89,29346
172,2009,6,21,13,TRUE,0.054114994,61,28,15.4,1,10.0,52,22,29.9,34592
172,2009,6,21,16,TRUE,0.257046223,61,28,15.4,1,10.0,58,22,29.88,21607
172,2009,6,21,19,TRUE,0.459977452,61,28,15.4,1,10.0,67,20,29.87,1971
172,2009,6,21,22,FALSE,0.662908681,61,28,15.4,1,10.0,77,14,29.88,0
173,2009,6,22,1,FALSE,0.757609921,67,29,10.7,0,10.0,80,7,29.85,0
173,2009,6,22,4,TRUE,0.554678692,67,29,10.7,1,10.0,77,0,29.82,0
173,2009,6,22,7,TRUE,0.351747463,67,29,10.7,0,10.0,72,0,29.84,8824
173,2009,6,22,10,TRUE,0.148816234,67,29,10.7,0,10.0,70,5,29.83,29010
173,2009,6,22,13,TRUE,0.054114994,67,29,10.7,0,10.0,31,17,29.8,33697
173,2009,6,22,16,TRUE,0.257046223,67,29,10.7,0,10.0,42,24,29.77,21260
173,2009,6,22,19,TRUE,0.459977452,67,29,10.7,0,10.0,65,18,29.73,2009
173,2009,6,22,22,FALSE,0.662908681,67,29,10.7,0,10.0,72,13,29.75,0
174,2009,6,23,1,FALSE,0.758465011,66,30,11.5,0,10.0,77,9,29.73,0
174,2009,6,23,4,TRUE,0.55530474,66,30,11.5,1,10.0,77,8,29.71,0
174,2009,6,23,7,TRUE,0.35214447,66,30,11.5,0,9.0,72,6,29.73,8555
174,2009,6,23,10,TRUE,0.148984199,66,30,11.5,0,10.0,65,5,29.73,28488
174,2009,6,23,13,TRUE,0.054176072,66,30,11.5,0,10.0,43,14,29.72,33111
174,2009,6,23,16,TRUE,0.257336343,66,30,11.5,1,10.0,55,22,29.72,20969
174,2009,6,23,19,TRUE,0.460496614,66,30,11.5,1,10.0,70,17,29.73,1990
174,2009,6,23,22,FALSE,0.663656885,66,30,11.5,1,10.0,80,13,29.78,0
175,2009,6,24,1,FALSE,0.757609921,63,32,7.9,1,10.0,86,10,29.78,0
175,2009,6,24,4,TRUE,0.554678692,63,32,7.9,1,10.0,90,7,29.79,0
175,2009,6,24,7,TRUE,0.351747463,63,32,7.9,1,10.0,78,3,29.83,1983
175,2009,6,24,10,TRUE,0.148816234,63,32,7.9,1,10.0,73,6,29.87,25265
175,2009,6,24,13,TRUE,0.054114994,63,32,7.9,0,10.0,68,10,29.88,35033
175,2009,6,24,16,TRUE,0.257046223,63,32,7.9,0,10.0,59,6,29.85,18600
175,2009,6,24,19,TRUE,0.459977452,63,32,7.9,1,10.0,70,8,29.87,1060
175,2009,6,24,22,FALSE,0.662908681,63,32,7.9,1,10.0,83,13,29.91,0
176,2009,6,25,1,FALSE,0.757609921,65,26,8.6,1,10.0,86,7,29.91,0
176,2009,6,25,4,TRUE,0.554678692,65,26,8.6,2,10.0,83,5,29.92,0
176,2009,6,25,7,TRUE,0.351747463,65,26,8.6,1,10.0,72,3,29.94,2539
176,2009,6,25,10,TRUE,0.148816234,65,26,8.6,1,10.0,70,8,29.93,22145
176,2009,6,25,13,TRUE,0.054114994,65,26,8.6,1,10.0,51,5,29.91,33481
176,2009,6,25,16,TRUE,0.257046223,65,26,8.6,2,10.0,51,18,29.91,22023
176,2009,6,25,19,TRUE,0.459977452,65,26,8.6,2,10.0,72,16,29.91,1886
176,2009,6,25,22,FALSE,0.662908681,65,26,8.6,1,10.0,75,9,29.92,0
177,2009,6,26,1,FALSE,0.759593679,63,29,9.8,1,10.0,80,8,29.9,0
177,2009,6,26,4,TRUE,0.556433409,63,29,9.8,3,10.0,83,13,29.91,0
177,2009,6,26,7,TRUE,0.353273138,63,29,9.8,4,9.0,83,3,29.92,0
177,2009,6,26,10,TRUE,0.150112867,63,29,9.8,1,10.0,68,6,29.93,0
177,2009,6,26,13,TRUE,0.053047404,63,29,9.8,1,10.0,61,9,29.91,2668
177,2009,6,26,16,TRUE,0.256207675,63,29,9.8,1,10.0,57,16,29.87,21718
177,2009,6,26,19,TRUE,0.459367946,63,29,9.8,2,10.0,67,13,29.87,2086
177,2009,6,26,22,FALSE,0.662528217,63,29,9.8,0,10.0,80,8,29.9,0
178,2009,6,27,1,FALSE,0.759593679,70,30,9.7,0,10.0,80,9,29.88,0
178,2009,6,27,4,TRUE,0.556433409,70,30,9.7,0,10.0,86,7,29.88,0
178,2009,6,27,7,TRUE,0.353273138,70,30,9.7,1,10.0,75,0,29.91,8376
178,2009,6,27,10,TRUE,0.150112867,70,30,9.7,0,9.0,71,3,29.92,27771
178,2009,6,27,13,TRUE,0.053047404,70,30,9.7,0,10.0,43,10,29.89,32483
178,2009,6,27,16,TRUE,0.256207675,70,30,9.7,0,10.0,34,21,29.86,20505
178,2009,6,27,19,TRUE,0.459367946,70,30,9.7,0,10.0,43,17,29.85,1950
178,2009,6,27,22,FALSE,0.662528217,70,30,9.7,0,10.0,53,8,29.87,0
179,2009,6,28,1,FALSE,0.759593679,70,30,11.6,0,10.0,65,5,29.85,0
179,2009,6,28,4,TRUE,0.556433409,70,30,11.6,1,10.0,72,10,29.84,0
179,2009,6,28,7,TRUE,0.353273138,70,30,11.6,0,10.0,68,0,29.87,8112
179,2009,6,28,10,TRUE,0.150112867,70,30,11.6,0,10.0,56,6,29.87,27692
179,2009,6,28,13,TRUE,0.053047404,70,30,11.6,1,10.0,48,20,29.84,32832
179,2009,6,28,16,TRUE,0.256207675,70,30,11.6,1,10.0,50,23,29.8,20767
179,2009,6,28,19,TRUE,0.459367946,70,30,11.6,1,9.0,70,15,29.78,1996
179,2009,6,28,22,FALSE,0.662528217,70,30,11.6,1,10.0,81,11,29.81,0
180,2009,6,29,1,FALSE,0.760451977,62,30,13.3,0,10.0,84,9,29.8,0
180,2009,6,29,4,TRUE,0.557062147,62,30,13.3,1,10.0,93,14,29.8,0
180,2009,6,29,7,TRUE,0.353672316,62,30,13.3,1,9.0,84,11,29.82,8254
180,2009,6,29,10,TRUE,0.150282486,62,30,13.3,1,10.0,70,15,29.82,29225
180,2009,6,29,13,TRUE,0.053107345,62,30,13.3,1,9.0,61,20,29.8,34434
180,2009,6,29,16,TRUE,0.256497175,62,30,13.3,1,8.0,61,18,29.77,21417
180,2009,6,29,19,TRUE,0.459887006,62,30,13.3,1,10.0,72,14,29.78,2070
180,2009,6,29,22,FALSE,0.663276836,62,30,13.3,0,10.0,78,6,29.82,0
181,2009,6,30,1,FALSE,0.761581921,65,32,8.1,0,10.0,78,6,29.81,0
181,2009,6,30,4,TRUE,0.55819209,65,32,8.1,1,10.0,87,6,29.79,0
181,2009,6,30,7,TRUE,0.35480226,65,32,8.1,1,10.0,75,0,29.81,1645
181,2009,6,30,10,TRUE,0.151412429,65,32,8.1,1,10.0,73,7,29.82,18567
181,2009,6,30,13,TRUE,0.051977401,65,32,8.1,1,10.0,62,8,29.81,34320
181,2009,6,30,16,TRUE,0.255367232,65,32,8.1,2,10.0,59,15,29.77,22350
181,2009,6,30,19,TRUE,0.458757062,65,32,8.1,1,10.0,70,10,29.78,2137
181,2009,6,30,22,FALSE,0.662146893,65,32,8.1,2,10.0,78,8,29.82,0
182,2009,7,1,1,FALSE,0.762443439,65,31,8.6,2,10.0,81,6,29.81,0
182,2009,7,1,4,TRUE,0.558823529,65,31,8.6,4,10.0,75,5,29.82,0
182,2009,7,1,7,TRUE,0.35520362,65,31,8.6,4,10.0,75,3,29.84,1748
182,2009,7,1,10,TRUE,0.15158371,65,31,8.6,1,10.0,70,5,29.84,15670
182,2009,7,1,13,TRUE,0.052036199,65,31,8.6,1,10.0,55,8,29.83,35405
182,2009,7,1,16,TRUE,0.255656109,65,31,8.6,1,10.0,55,15,29.8,21784
182,2009,7,1,19,TRUE,0.459276018,65,31,8.6,1,10.0,75,16,29.81,2106
182,2009,7,1,22,FALSE,0.662895928,65,31,8.6,1,10.0,84,9,29.84,0
183,2009,7,2,1,FALSE,0.763306908,64,29,12.3,1,10.0,87,7,29.85,0
183,2009,7,2,4,TRUE,0.559456399,64,29,12.3,4,10.0,83,8,29.85,0
183,2009,7,2,7,TRUE,0.355605889,64,29,12.3,4,10.0,75,0,29.87,2399
183,2009,7,2,10,TRUE,0.151755379,64,29,12.3,1,10.0,68,10,29.88,22313
183,2009,7,2,13,TRUE,0.05209513,64,29,12.3,1,10.0,57,17,29.87,34373
183,2009,7,2,16,TRUE,0.25594564,64,29,12.3,1,10.0,59,21,29.86,21804
183,2009,7,2,19,TRUE,0.459796149,64,29,12.3,1,10.0,75,18,29.88,1953
183,2009,7,2,22,FALSE,0.663646659,64,29,12.3,1,10.0,81,10,29.93,0
184,2009,7,3,1,FALSE,0.764172336,61,29,14.4,2,10.0,81,7,29.92,0
184,2009,7,3,4,TRUE,0.560090703,61,29,14.4,4,10.0,80,10,29.92,0
184,2009,7,3,7,TRUE,0.35600907,61,29,14.4,4,9.0,81,9,29.94,2670
184,2009,7,3,10,TRUE,0.151927438,61,29,14.4,1,10.0,65,14,29.96,27457
184,2009,7,3,13,TRUE,0.052154195,61,29,14.4,1,10.0,59,20,29.95,34647
184,2009,7,3,16,TRUE,0.256235828,61,29,14.4,2,10.0,63,23,29.94,21996
184,2009,7,3,19,TRUE,0.46031746,61,29,14.4,1,10.0,80,20,29.95,2118
184,2009,7,3,22,FALSE,0.664399093,61,29,14.4,2,10.0,83,15,29.98,0
185,2009,7,4,1,FALSE,0.764172336,64,27,11.0,3,10.0,86,10,29.98,0
185,2009,7,4,4,TRUE,0.560090703,64,27,11.0,4,10.0,83,8,29.97,0
185,2009,7,4,7,TRUE,0.35600907,64,27,11.0,3,10.0,78,0,30.0,1643
185,2009,7,4,10,TRUE,0.151927438,64,27,11.0,1,10.0,63,7,30.01,18585
185,2009,7,4,13,TRUE,0.052154195,64,27,11.0,1,10.0,55,21,29.99,34902
185,2009,7,4,16,TRUE,0.256235828,64,27,11.0,1,10.0,57,17,29.97,21778
185,2009,7,4,19,TRUE,0.46031746,64,27,11.0,1,10.0,70,14,29.97,2075
185,2009,7,4,22,FALSE,0.664399093,64,27,11.0,1,10.0,78,11,29.99,0
186,2009,7,5,1,FALSE,0.765039728,61,27,15.1,3,10.0,78,8,29.98,0
186,2009,7,5,4,TRUE,0.560726447,61,27,15.1,4,10.0,78,8,29.98,0
186,2009,7,5,7,TRUE,0.356413167,61,27,15.1,4,10.0,80,10,30.01,1093
186,2009,7,5,10,TRUE,0.152099886,61,27,15.1,2,10.0,70,17,30.02,10324
186,2009,7,5,13,TRUE,0.052213394,61,27,15.1,3,10.0,72,18,30.03,29059
186,2009,7,5,16,TRUE,0.256526674,61,27,15.1,1,10.0,63,21,30.02,21963
186,2009,7,5,19,TRUE,0.460839955,61,27,15.1,3,10.0,72,22,30.03,2095
186,2009,7,5,22,FALSE,0.665153235,61,27,15.1,3,10.0,75,11,30.05,0
187,2009,7,6,1,FALSE,0.766174801,62,27,15.8,4,10.0,75,11,30.04,0
187,2009,7,6,4,TRUE,0.561861521,62,27,15.8,3,10.0,75,14,30.03,0
187,2009,7,6,7,TRUE,0.357548241,62,27,15.8,2,10.0,70,13,30.04,7462
187,2009,7,6,10,TRUE,0.15323496,62,27,15.8,1,10.0,56,17,30.05,29899
187,2009,7,6,13,TRUE,0.05107832,62,27,15.8,0,10.0,51,22,30.03,35486
187,2009,7,6,16,TRUE,0.2553916,62,27,15.8,1,10.0,56,22,30.0,22253
187,2009,7,6,19,TRUE,0.459704881,62,27,15.8,1,10.0,72,18,29.97,2065
187,2009,7,6,22,FALSE,0.664018161,62,27,15.8,2,10.0,80,10,29.98,0
188,2009,7,7,1,FALSE,0.767918089,62,27,12.9,3,10.0,78,13,29.95,0
188,2009,7,7,4,TRUE,0.563139932,62,27,12.9,4,10.0,80,9,29.93,0
188,2009,7,7,7,TRUE,0.358361775,62,27,12.9,1,10.0,78,0,29.94,2844
188,2009,7,7,10,TRUE,0.153583618,62,27,12.9,1,10.0,65,18,29.96,21133
188,2009,7,7,13,TRUE,0.051194539,62,27,12.9,2,10.0,65,22,29.97,29027
188,2009,7,7,16,TRUE,0.255972696,62,27,12.9,2,10.0,63,18,29.93,22350
188,2009,7,7,19,TRUE,0.460750853,62,27,12.9,1,10.0,67,13,29.91,2045
188,2009,7,7,22,FALSE,0.66552901,62,27,12.9,0,10.0,72,7,29.93,0
189,2009,7,8,1,FALSE,0.767918089,64,28,17.7,0,10.0,78,6,29.92,0
189,2009,7,8,4,TRUE,0.563139932,64,28,17.7,1,10.0,80,11,29.91,0
