Compound,A,B,In literature,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ,Lowest distortion
TmCsO3,Tm,Cs,FALSE,-,-,1.05,0.96,1.67,1.25,0.79,2.411515774,3.009747218,-4.351642857,0.564303457,-,1.192857143,-
TmCuO3,Tm,Cu,FALSE,3,3,1.05,0.96,0.54,1.25,1.9,2.411515774,2.005573846,-1.663285714,0.892995677,2.364835005,0.385714286,orthorhombic
TmDyO3,Tm,Dy,FALSE,-,-,1.05,0.96,0.99,1.25,1.22,2.411515774,2.255580699,-2.823107143,0.724858416,-,0.707142857,cubic
TmErO3,Tm,Er,FALSE,-,-,1.05,0.96,0.89,1.25,1.24,2.411515774,2.250676638,-2.614535714,0.756511622,-,0.635714286,cubic
TmEuO3,Tm,Eu,FALSE,-,-,1.05,0.96,1.06,1.25,1.2,2.411515774,2.354367494,-2.971357143,0.704232363,-,0.757142857,orthorhombic
TmFeO3,Tm,Fe,TRUE,3,3,1.05,0.96,0.65,1.25,1.83,2.411515774,1.999521816,-1.910714286,0.845078836,3.258987676,0.464285714,orthorhombic
TmGaO3,Tm,Ga,FALSE,3,3,1.05,0.96,0.62,1.25,1.81,2.411515774,1.974643898,-1.857892857,0.857629512,2.901942187,0.442857143,orthorhombic
TmGdO3,Tm,Gd,FALSE,-,-,1.05,0.96,0.94,1.25,1.2,2.411515774,2.28415608,-2.730071429,0.740346844,-,0.671428571,cubic
TmGeO3,Tm,Ge,FALSE,2,4,1.09,0.96,0.53,1.25,2.01,2.411515774,1.899964183,-1.622357143,0.912277661,4.345931456,0.378571429,cubic
TmHfO3,Tm,Hf,FALSE,2,4,1.09,0.96,0.71,1.25,1.3,2.411515774,2.027412322,-2.260678571,0.834453026,5.134536152,0.507142857,cubic
TmHgO3,Tm,Hg,FALSE,-,-,1.05,0.96,1.11,1.25,2,2.411515774,2.323654714,-2.771892857,0.69020383,-,0.792857143,cubic
TmHoO3,Tm,Ho,FALSE,-,-,1.05,0.96,0.9,1.25,1.23,2.411515774,2.25865608,-2.638392857,0.753222441,-,0.642857143,cubic
TmInO3,Tm,In,FALSE,-,-,1.05,0.96,0.8,1.25,1.78,2.411515774,2.147680955,-2.231071429,0.787459825,-,0.571428571,cubic
TmIrO3,Tm,Ir,FALSE,2,4,1.09,0.96,0.63,1.25,2.2,2.411515774,2.009082787,-1.749464286,0.867337874,4.534214963,0.45,cubic
TmKO3,Tm,K,FALSE,-,-,1.05,0.96,1.38,1.25,0.82,2.411515774,2.723507129,-3.757285714,0.623169645,-,0.985714286,orthorhombic
TmLaO3,Tm,La,FALSE,-,-,1.05,0.96,1.03,1.25,1.1,2.411515774,2.376509378,-2.948535714,0.71292659,-,0.735714286,cubic
TmLiO3,Tm,Li,FALSE,-,-,1.05,0.96,0.76,1.25,0.98,2.411515774,2.095547886,-2.450642857,0.802042414,-,0.542857143,cubic
TmLuO3,Tm,Lu,FALSE,-,-,1.05,0.96,0.86,1.25,1.27,2.411515774,2.209114963,-2.542964286,0.766553811,-,0.614285714,cubic
TmMgO3,Tm,Mg,FALSE,-,-,1.05,0.96,0.72,1.25,1.31,2.411515774,2.046489492,-2.246464286,0.81717529,-,0.514285714,cubic
TmMnO3,Tm,Mn,FALSE,2,4,1.09,0.96,0.53,1.25,1.55,2.411515774,2.16999357,-1.801428571,0.912277661,4.345931456,0.378571429,orthorhombic
TmMoO3,Tm,Mo,FALSE,2,4,1.09,0.96,0.65,1.25,2.16,2.411515774,1.7893,-1.80525,0.858876042,4.641470305,0.464285714,cubic
TmNaO3,Tm,Na,FALSE,-,-,1.05,0.96,1.02,1.25,0.93,2.411515774,2.425828064,-2.992178571,0.715872568,-,0.728571429,cubic
TmNbO3,Tm,Nb,FALSE,2,4,1.09,0.96,0.68,1.25,1.6,2.411515774,1.955055241,-2.083571429,0.846488406,4.853247805,0.485714286,cubic
TmNdO3,Tm,Nd,FALSE,-,-,1.05,0.96,0.98,1.25,1.14,2.411515774,2.320966993,-2.833,0.727904039,-,0.7,cubic
TmNiO3,Tm,Ni,TRUE,3,3,1.05,0.96,0.6,1.25,1.91,2.411515774,2.103725488,-1.780178571,0.866205807,2.714769871,0.428571429,orthorhombic
TmNpO3,Tm,Np,FALSE,0,0,1.05,0.96,0.86,1.25,1.36,2.411515774,0,-2.509214286,0.766553811,-,0.614285714,cubic
TmOsO3,Tm,Os,FALSE,0,0,1.05,0.96,0.57,1.25,2.2,2.411515774,1.954921624,-1.611107143,0.879396758,-,0.407142857,cubic
TmPaO3,Tm,Pa,FALSE,0,0,1.05,0.96,0.91,1.25,1.5,2.411515774,0,-2.55725,0.749961738,-,0.65,cubic
TmPbO3,Tm,Pb,FALSE,2,4,1.09,0.96,0.78,1.25,2.33,2.411515774,2.362863567,-2.000464286,0.807658663,6.146771397,0.557142857,orthorhombic
TmPdO3,Tm,Pd,FALSE,2,4,1.09,0.96,0.62,1.25,2.2,2.411515774,2.04250519,-1.729357143,0.871631626,4.489976815,0.442857143,cubic
TmPmO3,Tm,Pm,FALSE,0,0,1.05,0.96,0.97,1.25,1.13,2.411515774,0,-2.816642857,0.730975365,-,0.692857143,cubic
TmPrO3,Tm,Pr,FALSE,2,4,1.09,0.96,0.85,1.25,1.13,2.411515774,2.340791612,-2.608357143,0.782531505,7.959647001,0.607142857,cubic
TmPtO3,Tm,Pt,FALSE,0,0,1.05,0.96,0.67,1.25,2.28,2.411515774,2.64390067,-1.782178571,0.836913823,-,0.478571429,cubic
TmPuO3,Tm,Pu,FALSE,0,0,1.05,0.96,0.83,1.25,1.28,2.411515774,2.226583834,-2.478892857,0.776866195,-,0.592857143,cubic
TmRbO3,Tm,Rb,FALSE,-,-,1.05,0.96,1.52,1.25,0.82,2.411515774,2.825996661,-4.038785714,0.593291649,-,1.085714286,orthorhombic
TmReO3,Tm,Re,FALSE,2,4,1.09,0.96,0.63,1.25,1.9,2.411515774,1.98797081,-1.86625,0.867337874,4.534214963,0.45,cubic
TmRhO3,Tm,Rh,FALSE,2,4,1.09,0.96,0.6,1.25,2.28,2.411515774,2.001424352,-1.658,0.880347943,4.419284971,0.428571429,cubic
TmRuO3,Tm,Ru,FALSE,2,4,1.09,0.96,0.62,1.25,2.2,2.411515774,2.018753288,-1.729357143,0.871631626,4.489976815,0.442857143,cubic
TmSbO3,Tm,Sb,FALSE,3,3,1.05,0.96,0.76,1.25,2.05,2.411515774,2.075848892,-2.049392857,0.802042414,5.665095655,0.542857143,cubic
TmScO3,Tm,Sc,FALSE,3,3,1.05,0.96,0.75,1.25,1.36,2.411515774,2.074614707,-2.288035714,0.805772844,5.349122997,0.535714286,cubic
TmSiO3,Tm,Si,FALSE,3,3,1.05,0.96,0.4,1.25,1.9,2.411515774,1.783360927,-1.381785714,0.962450897,2.659937713,0.285714286,cubic
TmSmO3,Tm,Sm,FALSE,-,-,1.05,0.96,0.96,1.25,1.17,2.411515774,2.311832729,-2.781535714,0.734072718,-,0.685714286,cubic
TmSnO3,Tm,Sn,FALSE,2,4,1.09,0.96,0.69,1.25,1.96,2.411515774,2.052287148,-1.963535714,0.842438223,4.938728248,0.492857143,cubic
TmSrO3,Tm,Sr,FALSE,-,-,1.05,0.96,1.18,1.25,0.95,2.411515774,2.452968591,-3.306392857,0.67147737,-,0.842857143,orthorhombic
TmTaO3,Tm,Ta,FALSE,2,4,1.09,0.96,0.68,1.25,1.5,2.411515774,1.956808277,-2.1225,0.846488406,4.853247805,0.485714286,cubic
TmTbO3,Tm,Tb,FALSE,2,4,1.09,0.96,0.76,1.25,1.2,2.411515774,2.256932729,-2.400142857,0.815136984,5.796363117,0.542857143,cubic
TmTcO3,Tm,Tc,FALSE,0,0,1.05,0.96,0.6,1.25,1.9,2.411515774,0,-1.783928571,0.866205807,-,0.428571429,cubic
TmTeO3,Tm,Te,FALSE,2,4,1.09,0.96,0.97,1.25,2.1,2.411515774,2.115491508,-2.472035714,0.742909656,16.71183756,0.692857143,cubic
TmThO3,Tm,Th,FALSE,2,4,1.09,0.96,0.94,1.25,1.3,2.411515774,2.246056043,-2.723142857,0.752434139,13.15366685,0.671428571,cubic
TmTiO3,Tm,Ti,TRUE,2,4,1.09,0.96,0.61,1.25,1.54,2.411515774,1.927848949,-1.966178571,0.875968102,4.451723575,0.435714286,orthorhombic
TmTlO3,Tm,Tl,FALSE,-,-,1.05,0.96,1.2,1.25,1.62,2.411515774,2.297683747,-3.095357143,0.666312159,-,0.857142857,orthorhombic
Tm2O3,Tm,Tm,FALSE,-,-,1.05,0.96,0.96,1.25,1.25,2.411515774,2.119700811,-2.751535714,0.734072718,-,0.685714286,cubic
TmUO3,Tm,U,FALSE,2,4,1.09,0.96,0.89,1.25,1.38,2.411515774,2.0478,-2.591464286,0.768862832,9.656403676,0.635714286,cubic
TmVO3,Tm,V,TRUE,2,4,1.09,0.96,0.58,1.25,1.63,2.411515774,1.758039163,-1.870821429,0.889240346,4.371300896,0.414285714,orthorhombic
TmWO3,Tm,W,FALSE,2,4,1.09,0.96,0.66,1.25,2.36,2.411515774,1.7456,-1.7475,0.85470674,4.704978249,0.471428571,cubic
TmYO3,Tm,Y,FALSE,-,-,1.05,0.96,0.9,1.25,1.22,2.411515774,2.235124352,-2.642142857,0.753222441,-,0.642857143,cubic
TmYbO3,Tm,Yb,FALSE,-,-,1.05,0.96,0.95,1.25,1.1,2.411515774,2.223980699,-2.787678571,0.737196431,-,0.678571429,cubic
TmZnO3,Tm,Zn,FALSE,-,-,1.05,0.96,0.74,1.25,1.65,2.411515774,2.096140752,-2.159178571,0.809538137,-,0.528571429,orthorhombic
TmZrO3,Tm,Zr,FALSE,2,4,1.09,0.96,0.72,1.25,1.33,2.411515774,2.043777903,-2.269107143,0.830516927,5.245893523,0.514285714,cubic
UAcO3,U,Ac,FALSE,0,0,1.17,0.85,1.12,1.38,1.1,2.344466993,0,-3.177785714,0.721136678,-,0.8,cubic
UAgO3,U,Ag,FALSE,3,3,1.03,0.85,0.75,1.38,1.93,2.344466993,2.488353231,-2.028678571,0.799195106,5.853643846,0.535714286,orthorhombic
UAlO3,U,Al,FALSE,3,3,1.03,0.85,0.54,1.38,1.61,2.344466993,1.892894405,-1.733892857,0.885705917,2.454020461,0.385714286,orthorhombic
UAsO3,U,As,FALSE,3,3,1.03,0.85,0.58,1.38,2.18,2.344466993,1.932227032,-1.602785714,0.867812868,2.690680254,0.414285714,cubic
UAuO3,U,Au,FALSE,0,0,1.17,0.85,0.93,1.38,2.54,2.344466993,2.31369847,-2.202857143,0.779941814,-,0.664285714,cubic
UBO3,U,B,FALSE,4,2,1.17,0.85,0.27,1.38,2.04,2.344466993,1.624661665,-1.115357143,1.088182292,1.006023451,0.192857143,cubic
UBaO3,U,Ba,FALSE,-,-,1.17,0.85,1.35,1.38,0.89,2.344466993,2.64009357,-3.717321429,0.660823428,-,0.964285714,orthorhombic
UBeO3,U,Be,FALSE,4,2,1.17,0.85,0.45,1.38,1.57,2.344466993,1.803349248,-1.665321429,0.982305096,-2.004665519,0.321428571,cubic
UBiO3,U,Bi,FALSE,3,3,1.03,0.85,1.03,1.38,2.02,2.344466993,2.215655462,-2.545571429,0.707106781,-,0.735714286,cubic
UCaO3,U,Ca,FALSE,4,2,1.17,0.85,1,1.38,1,2.344466993,2.318139449,-2.983857143,0.757193512,15.20820544,0.714285714,cubic
UCdO3,U,Cd,FALSE,4,2,1.17,0.85,0.95,1.38,1.69,2.344466993,2.286435201,-2.597321429,0.773304012,9.124119732,0.678571429,orthorhombic
UCeO3,U,Ce,FALSE,3,3,1.03,0.85,1.01,1.38,1.12,2.344466993,2.268642439,-2.837357143,0.712974887,148.4108424,0.721428571,cubic
UCoO3,U,Co,FALSE,3,3,1.03,0.85,0.61,1.38,1.88,2.344466993,1.930310969,-1.772071429,0.854860437,2.964880997,0.435714286,cubic
UCrO3,U,Cr,FALSE,3,3,1.03,0.85,0.62,1.38,1.66,2.344466993,1.960053288,-1.872642857,0.850628455,3.076669632,0.442857143,rhombohedral
UCsO3,U,Cs,FALSE,-,-,1.17,0.85,1.67,1.38,0.79,2.344466993,3.009747218,-4.387678571,0.59194281,-,1.192857143,tetragonal
UCuO3,U,Cu,FALSE,4,2,1.17,0.85,0.73,1.38,1.9,2.344466993,2.005573846,-2.077428571,0.853175788,-0.491430864,0.521428571,rhombohedral
UDyO3,U,Dy,FALSE,3,3,1.03,0.85,0.91,1.38,1.22,2.344466993,2.255580699,-2.604142857,0.743839601,19.95122172,0.65,cubic
UErO3,U,Er,FALSE,3,3,1.03,0.85,0.89,1.38,1.24,2.344466993,2.250676638,-2.5575,0.750336017,16.33816399,0.635714286,cubic
UEuO3,U,Eu,FALSE,3,3,1.03,0.85,0.95,1.38,1.2,2.344466993,2.354367494,-2.690071429,0.731178501,32.70308721,0.678571429,cubic
UFeO3,U,Fe,FALSE,3,3,1.03,0.85,0.65,1.38,1.83,2.344466993,1.999521816,-1.869035714,0.838180233,3.480622904,0.464285714,cubic
UGaO3,U,Ga,FALSE,3,3,1.03,0.85,0.62,1.38,1.81,2.344466993,1.974643898,-1.817464286,0.850628455,3.076669632,0.442857143,orthorhombic
UGdO3,U,Gd,FALSE,3,3,1.03,0.85,0.94,1.38,1.2,2.344466993,2.28415608,-2.670428571,0.734303196,28.44126841,0.671428571,cubic
UGeO3,U,Ge,FALSE,3,3,1.03,0.85,0.63,1.38,2.01,2.344466993,1.899964183,-1.763535714,0.846438167,3.199478438,0.45,cubic
UHfO3,U,Hf,FALSE,3,3,1.03,0.85,0.71,1.38,1.3,2.344466993,2.027412322,-2.181857143,0.814345724,4.669514289,0.507142857,orthorhombic
UHgO3,U,Hg,FALSE,4,2,1.17,0.85,1.02,1.38,2,2.344466993,2.323654714,-2.605285714,0.750935714,18.81422387,0.728571429,orthorhombic
UHoO3,U,Ho,FALSE,3,3,1.03,0.85,0.9,1.38,1.23,2.344466993,2.25865608,-2.580821429,0.747073686,18.00286278,0.642857143,cubic
UInO3,U,In,FALSE,3,3,1.03,0.85,0.8,1.38,1.78,2.344466993,2.147680955,-2.182071429,0.781031581,8.034780477,0.571428571,tetragonal
UIrO3,U,Ir,FALSE,3,3,1.03,0.85,0.68,1.38,2.2,2.344466993,2.009082787,-1.791857143,0.826091095,4.002669215,0.485714286,cubic
UKO3,U,K,FALSE,-,-,1.17,0.85,1.38,1.38,0.82,2.344466993,2.723507129,-3.8055,0.65369224,-,0.985714286,orthorhombic
ULaO3,U,La,FALSE,3,3,1.03,0.85,1.03,1.38,1.1,2.344466993,2.376509378,-2.884,0.707106781,-,0.735714286,cubic
ULiO3,U,Li,FALSE,5,1,0.84,0.85,0.76,1.38,0.98,2.344466993,2.095547886,-2.230857143,0.733295921,32.05917978,0.542857143,orthorhombic
ULuO3,U,Lu,FALSE,3,3,1.03,0.85,0.86,1.38,1.27,2.344466993,2.209114963,-2.487535714,0.760296229,12.54690882,0.614285714,cubic
UMgO3,U,Mg,FALSE,4,2,1.17,0.85,0.72,1.38,1.31,2.344466993,2.046489492,-2.304321429,0.857200202,-0.667511556,0.514285714,orthorhombic
UMnO3,U,Mn,FALSE,3,3,1.03,0.85,0.65,1.38,1.55,2.344466993,2.16999357,-1.972035714,0.838180233,3.480622904,0.464285714,orthorhombic
UMoO3,U,Mo,FALSE,3,3,1.03,0.85,0.69,1.38,2.16,2.344466993,1.7893,-1.826214286,0.822138506,4.207241977,0.492857143,cubic
UNaO3,U,Na,FALSE,-,-,1.17,0.85,1.02,1.38,0.93,2.344466993,2.425828064,-3.052392857,0.750935714,-,0.728571429,orthorhombic
UNbO3,U,Nb,FALSE,3,3,1.03,0.85,0.72,1.38,1.6,2.344466993,1.955055241,-2.091142857,0.810504471,4.930235309,0.514285714,cubic
UNdO3,U,Nd,FALSE,3,3,1.03,0.85,0.98,1.38,1.14,2.344466993,2.320966993,-2.771071429,0.721961966,55.79202749,0.7,cubic
UNiO3,U,Ni,FALSE,4,2,1.17,0.85,0.69,1.38,1.91,2.344466993,2.103725488,-1.994678571,0.869504511,-1.126805008,0.492857143,cubic
UNpO3,U,Np,FALSE,0,0,1.17,0.85,0.86,1.38,1.36,2.344466993,0,-2.558428571,0.804099304,-,0.614285714,cubic
UOsO3,U,Os,FALSE,0,0,1.17,0.85,0.57,1.38,2.2,2.344466993,1.954921624,-1.637785714,0.922469253,-,0.407142857,cubic
UPaO3,U,Pa,FALSE,0,0,1.17,0.85,0.91,1.38,1.5,2.344466993,0,-2.598142857,0.786694557,-,0.65,cubic
UPbO3,U,Pb,FALSE,-,-,1.17,0.85,0.99,1.38,2.33,2.344466993,2.362863567,-2.408464286,0.760361685,-,0.707142857,orthorhombic
UPdO3,U,Pd,FALSE,4,2,1.17,0.85,0.86,1.38,2.2,2.344466993,2.04250519,-2.207428571,0.804099304,3.306235567,0.614285714,cubic
UPmO3,U,Pm,FALSE,0,0,1.17,0.85,0.97,1.38,1.13,2.344466993,0,-2.870607143,0.76677824,-,0.692857143,cubic
UPrO3,U,Pr,FALSE,3,3,1.03,0.85,0.99,1.38,1.13,2.344466993,2.340791612,-2.794392857,0.718941204,71.21444537,0.707142857,cubic
UPtO3,U,Pt,FALSE,0,0,1.17,0.85,0.67,1.38,2.28,2.344466993,2.64390067,-1.800785714,0.877905521,-,0.478571429,cubic
UPuO3,U,Pu,FALSE,0,0,1.17,0.85,0.83,1.38,1.28,2.344466993,2.226583834,-2.532928571,0.814916784,-,0.592857143,cubic
URbO3,U,Rb,FALSE,-,-,1.17,0.85,1.52,1.38,0.82,2.344466993,2.825996661,-4.0805,0.622350831,-,1.085714286,orthorhombic
UReO3,U,Re,FALSE,3,3,1.03,0.85,0.63,1.38,1.9,2.344466993,1.98797081,-1.804,0.846438167,3.199478438,0.45,cubic
URhO3,U,Rh,FALSE,3,3,1.03,0.85,0.67,1.38,2.28,2.344466993,2.001424352,-1.742785714,0.830081874,3.814087726,0.478571429,cubic
URuO3,U,Ru,FALSE,3,3,1.03,0.85,0.68,1.38,2.2,2.344466993,2.018753288,-1.791857143,0.826091095,4.002669215,0.485714286,cubic
USbO3,U,Sb,FALSE,3,3,1.03,0.85,0.76,1.38,2.05,2.344466993,2.075848892,-2.004178571,0.795495129,6.216604211,0.542857143,cubic
UScO3,U,Sc,FALSE,3,3,1.03,0.85,0.75,1.38,1.36,2.344466993,2.074614707,-2.238357143,0.799195106,5.853643846,0.535714286,orthorhombic
USiO3,U,Si,FALSE,4,2,1.17,0.85,0.4,1.38,1.9,2.344466993,1.783360927,-1.429214286,1.009591349,-1.598984286,0.285714286,cubic
USmO3,U,Sm,FALSE,3,3,1.03,0.85,0.96,1.38,1.17,2.344466993,2.311832729,-2.72075,0.728080287,38.19168885,0.685714286,cubic
USnO3,U,Sn,FALSE,3,3,1.03,0.85,0.69,1.38,1.96,2.344466993,2.052287148,-1.899785714,0.822138506,4.207241977,0.492857143,cubic
USrO3,U,Sr,FALSE,4,2,1.17,0.85,1.18,1.38,0.95,2.344466993,2.452968591,-3.358321429,0.704366057,-480.8276956,0.842857143,orthorhombic
UTaO3,U,Ta,FALSE,3,3,1.03,0.85,0.72,1.38,1.5,2.344466993,1.956808277,-2.127928571,0.810504471,4.930235309,0.514285714,rhombohedral
UTbO3,U,Tb,FALSE,3,3,1.03,0.85,0.92,1.38,1.2,2.344466993,2.256932729,-2.631142857,0.740633396,22.26039173,0.657142857,cubic
UTcO3,U,Tc,FALSE,0,0,1.17,0.85,0.6,1.38,1.9,2.344466993,0,-1.822071429,0.908632214,-,0.428571429,cubic
UTeO3,U,Te,FALSE,2,4,1.17,0.85,0.97,1.38,2.1,2.344466993,2.115491508,-2.465285714,0.76677824,10.31182074,0.692857143,cubic
UThO3,U,Th,FALSE,-,-,1.17,0.85,0.94,1.38,1.3,2.344466993,2.246056043,-2.740642857,0.77660873,-,0.671428571,cubic
UTiO3,U,Ti,FALSE,3,3,1.03,0.85,0.67,1.38,1.54,2.344466993,1.927848949,-2.015,0.830081874,3.814087726,0.478571429,orthorhombic
UTlO3,U,Tl,FALSE,3,3,1.03,0.85,0.89,1.38,1.62,2.344466993,2.297683747,-2.417714286,0.750336017,16.33816399,0.635714286,orthorhombic
UTmO3,U,Tm,FALSE,3,3,1.03,0.85,0.88,1.38,1.25,2.344466993,2.119700811,-2.534178571,0.753626964,14.90055482,0.628571429,cubic
U2O3,U,U,FALSE,3,3,1.03,0.85,1.03,1.38,1.38,2.344466993,2.0478,-2.781,0.707106781,-,0.735714286,cubic
UVO3,U,V,FALSE,3,3,1.03,0.85,0.64,1.38,1.63,2.344466993,1.758039163,-1.922964286,0.84228896,3.333904436,0.457142857,orthorhombic
UWO3,U,W,FALSE,3,3,1.03,0.85,0.66,1.38,2.36,2.344466993,1.7456,-1.693714286,0.834111397,3.640396778,0.471428571,cubic
UYO3,U,Y,FALSE,3,3,1.03,0.85,0.9,1.38,1.22,2.344466993,2.235124352,-2.5845,0.747073686,18.00286278,0.642857143,cubic
UYbO3,U,Yb,FALSE,3,3,1.03,0.85,0.87,1.38,1.1,2.344466993,2.223980699,-2.569714286,0.756946907,13.64761409,0.621428571,cubic
UZnO3,U,Zn,FALSE,4,2,1.17,0.85,0.74,1.38,1.65,2.344466993,2.096140752,-2.201535714,0.849188985,-0.302820477,0.528571429,cubic
UZrO3,U,Zr,FALSE,3,3,1.03,0.85,0.72,1.38,1.33,2.344466993,2.043777903,-2.190464286,0.810504471,4.930235309,0.514285714,orthorhombic
VAcO3,V,Ac,FALSE,0,0,0.72,0.64,1.12,1.63,1.1,2.062330776,0,-2.701714286,0.59486761,-,0.8,orthorhombic
VAgO3,V,Ag,FALSE,-,-,0.72,0.64,0.95,1.63,1.93,2.062330776,2.488353231,-2.169535714,0.637900586,-,0.678571429,orthorhombic
VAlO3,V,Al,FALSE,-,-,0.72,0.64,0.54,1.63,1.61,2.062330776,1.892894405,-1.483071429,0.772714627,-,0.385714286,orthorhombic
VAsO3,V,As,FALSE,-,-,0.72,0.64,0.52,1.63,2.18,2.062330776,1.932227032,-1.299,0.780763738,-,0.371428571,cubic
VAuO3,V,Au,FALSE,0,0,0.72,0.64,0.93,1.63,2.54,2.062330776,2.31369847,-1.975178571,0.643376127,-,0.664285714,cubic
VBO3,V,B,FALSE,3,3,0.64,0.64,0.27,1.63,2.04,2.062330776,1.624661665,-0.82625,0.863771158,4.424733622,0.192857143,cubic
VBaO3,V,Ba,FALSE,-,-,0.72,0.64,1.35,1.63,0.89,2.062330776,2.64009357,-3.186964286,0.545115046,-,0.964285714,orthorhombic
VBeO3,V,Be,FALSE,-,-,0.72,0.64,0.45,1.63,1.57,2.062330776,1.803349248,-1.324607143,0.810306149,-,0.321428571,cubic
VBiO3,V,Bi,FALSE,-,-,0.72,0.64,0.9,1.63,2.02,2.062330776,2.215655462,-2.052642857,0.65176799,-,0.642857143,orthorhombic
VCaO3,V,Ca,FALSE,-,-,0.72,0.64,1,1.63,1,2.062330776,2.318139449,-2.502428571,0.62461099,-,0.714285714,orthorhombic
VCdO3,V,Cd,FALSE,-,-,0.72,0.64,0.95,1.63,1.69,2.062330776,2.286435201,-2.23125,0.637900586,-,0.678571429,orthorhombic
VCeO3,V,Ce,FALSE,2,4,0.79,0.64,0.87,1.63,1.12,2.062330776,2.268642439,-2.285821429,0.682186718,-21.21816249,0.621428571,orthorhombic
VCoO3,V,Co,FALSE,2,4,0.79,0.64,0.53,1.63,1.88,2.062330776,1.930310969,-1.433892857,0.80236469,6.110099488,0.378571429,cubic
VCrO3,V,Cr,FALSE,2,4,0.79,0.64,0.55,1.63,1.66,2.062330776,1.960053288,-1.533464286,0.794135308,6.478652321,0.392857143,cubic
VCsO3,V,Cs,FALSE,-,-,0.72,0.64,1.67,1.63,0.79,2.062330776,3.009747218,-3.812678571,0.488295237,-,1.192857143,-
VCuO3,V,Cu,FALSE,-,-,0.72,0.64,0.68,1.63,1.9,2.062330776,2.005573846,-1.671,0.720704989,-,0.485714286,cubic
VDyO3,V,Dy,FALSE,-,-,0.72,0.64,0.99,1.63,1.22,2.062330776,2.255580699,-2.427107143,0.627224425,-,0.707142857,cubic
VErO3,V,Er,FALSE,-,-,0.72,0.64,0.89,1.63,1.24,2.062330776,2.250676638,-2.234464286,0.654614138,-,0.635714286,cubic
VEuO3,V,Eu,FALSE,-,-,0.72,0.64,1.06,1.63,1.2,2.062330776,2.354367494,-2.5635,0.609376576,-,0.757142857,rhombohedral
VFeO3,V,Fe,FALSE,2,4,0.79,0.64,0.59,1.63,1.83,2.062330776,1.999521816,-1.5605,0.778172789,7.546812888,0.421428571,cubic
VGaO3,V,Ga,FALSE,-,-,0.72,0.64,0.62,1.63,1.81,2.062330776,1.974643898,-1.581642857,0.742112067,-,0.442857143,cubic
VGdO3,V,Gd,FALSE,-,-,0.72,0.64,0.94,1.63,1.2,2.062330776,2.28415608,-2.3385,0.640626656,-,0.671428571,cubic
VGeO3,V,Ge,FALSE,2,4,0.79,0.64,0.53,1.63,2.01,2.062330776,1.899964183,-1.397214286,0.80236469,6.110099488,0.378571429,cubic
VHfO3,V,Hf,FALSE,2,4,0.79,0.64,0.71,1.63,1.3,2.062330776,2.027412322,-1.935035714,0.733916517,18.81471111,0.507142857,cubic
VHgO3,V,Hg,FALSE,-,-,0.72,0.64,1.11,1.63,2,2.062330776,2.323654714,-2.451535714,0.5972376,-,0.792857143,orthorhombic
VHoO3,V,Ho,FALSE,-,-,0.72,0.64,0.9,1.63,1.23,2.062330776,2.25865608,-2.255785714,0.65176799,-,0.642857143,cubic
VInO3,V,In,FALSE,-,-,0.72,0.64,0.8,1.63,1.78,2.062330776,2.147680955,-1.926857143,0.681393807,-,0.571428571,cubic
VIrO3,V,Ir,FALSE,2,4,0.79,0.64,0.63,1.63,2.2,2.062330776,2.009082787,-1.531107143,0.762839335,9.303932556,0.45,cubic
VKO3,V,K,FALSE,-,-,0.72,0.64,1.38,1.63,0.82,2.062330776,2.723507129,-3.261214286,0.539232509,-,0.985714286,orthorhombic
VLaO3,V,La,FALSE,-,-,0.72,0.64,1.03,1.63,1.1,2.062330776,2.376509378,-2.532964286,0.616899743,-,0.735714286,orthorhombic
VLiO3,V,Li,FALSE,-,-,0.72,0.64,0.76,1.63,0.98,2.062330776,2.095547886,-2.057571429,0.694012211,-,0.542857143,orthorhombic
VLuO3,V,Lu,FALSE,-,-,0.72,0.64,0.86,1.63,1.27,2.062330776,2.209114963,-2.1705,0.663303706,-,0.614285714,cubic
VMgO3,V,Mg,FALSE,-,-,0.72,0.64,0.72,1.63,1.31,2.062330776,2.046489492,-1.897714286,0.707106781,-,0.514285714,cubic
VMnO3,V,Mn,FALSE,2,4,0.79,0.64,0.53,1.63,1.55,2.062330776,2.16999357,-1.527,0.80236469,6.110099488,0.378571429,cubic
VMoO3,V,Mo,FALSE,2,4,0.79,0.64,0.65,1.63,2.16,2.062330776,1.7893,-1.579892857,0.755397,10.61545782,0.464285714,cubic
VNaO3,V,Na,FALSE,-,-,0.72,0.64,1.02,1.63,0.93,2.062330776,2.425828064,-2.557928571,0.619448916,-,0.728571429,orthorhombic
VNbO3,V,Nb,FALSE,2,4,0.79,0.64,0.68,1.63,1.6,2.062330776,1.955055241,-1.794142857,0.744501851,13.55520294,0.485714286,cubic
VNdO3,V,Nd,FALSE,-,-,0.72,0.64,0.98,1.63,1.14,2.062330776,2.320966993,-2.428928571,0.629859822,-,0.7,orthorhombic
VNiO3,V,Ni,FALSE,2,4,0.79,0.64,0.48,1.63,1.91,2.062330776,2.103725488,-1.331678571,0.823704176,5.523164475,0.342857143,cubic
