id,carat,cut,color,clarity,depth,table,x,y,z,price
32215,0.5,Ideal,E,VS2,62.1,54.0,5.13,5.11,3.18,1746
32216,1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,12545
32217,0.72,Ideal,F,VS1,61.6,56.0,5.76,5.79,3.56,3759
32218,2.22,Very Good,J,SI2,62.8,57.0,8.29,8.33,5.22,13579
32219,1.52,Good,F,SI1,63.6,54.0,7.33,7.22,4.63,10664
32220,1.05,Ideal,F,VVS2,62.1,54.0,6.52,6.55,4.06,9092
32221,1.01,Very Good,F,VS1,62.9,58.0,6.29,6.31,3.96,7455
32222,1.12,Ideal,H,SI2,63.6,56.0,6.68,6.54,4.19,5331
32223,0.31,Premium,J,SI1,60.9,60.0,4.38,4.36,2.66,465
32224,1.5,Premium,H,VS1,59.3,61.0,7.53,7.47,4.45,10584
32225,1.24,Ideal,G,VS1,60.1,58.0,7.03,6.97,4.21,9123
32226,0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,3734
32227,0.9,Very Good,F,VS2,63.2,58.0,6.11,6.16,3.88,4504
32228,0.53,Very Good,F,SI2,63.2,55.0,5.17,5.18,3.27,1110
32229,1.5,Premium,E,SI2,60.8,59.0,7.34,7.36,4.47,9157
32230,0.51,Fair,F,SI1,65.2,57.0,5.03,5.09,3.3,1193
32231,0.34,Ideal,E,VS2,61.5,56.0,4.48,4.5,2.76,702
32232,1.62,Premium,F,VS1,61.3,57.0,7.6,7.55,4.64,16112
32233,0.26,Premium,E,VVS1,62.3,60.0,4.07,4.09,2.54,599
32234,1.3,Premium,F,VVS1,59.3,59.0,7.11,7.08,4.22,14196
32235,0.33,Premium,E,VS2,61.5,59.0,4.42,4.46,2.73,723
32236,0.41,Premium,H,SI1,62.6,59.0,4.77,4.72,2.97,876
32237,1.21,Ideal,G,VS1,61.8,57.0,6.81,6.86,4.23,10685
32238,0.31,Ideal,D,SI1,61.2,55.0,4.37,4.49,2.71,571
32239,0.3,Premium,E,IF,61.0,59.0,4.29,4.33,2.63,1026
32240,0.73,Ideal,F,VS1,62.6,56.0,5.73,5.71,3.58,3211
32241,0.4,Ideal,F,VS1,62.4,53.0,4.72,4.76,2.96,917
32242,2.01,Premium,J,VS2,61.8,61.0,8.06,7.97,4.95,12541
32243,0.5,Very Good,G,VVS2,62.8,57.0,4.99,5.04,3.15,1838
32244,0.33,Premium,G,SI2,62.6,58.0,4.42,4.4,2.76,557
32245,0.59,Good,D,SI1,63.7,56.0,5.35,5.32,3.4,1821
32246,0.77,Very Good,F,VS2,62.6,55.0,5.85,5.88,3.67,3692
32247,0.73,Ideal,E,SI2,61.8,58.0,5.77,5.81,3.58,2805
32248,0.3,Ideal,E,VS2,61.8,56.0,4.31,4.33,2.67,658
32249,0.71,Premium,F,VS2,62.1,58.0,5.7,5.67,3.53,2801
32250,1.2,Very Good,G,SI2,62.1,56.0,6.79,6.87,4.24,5183
32251,1.06,Premium,I,VS1,61.2,57.1,6.56,6.59,4.03,5550
32252,1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,6104
32253,0.79,Very Good,E,VS1,62.2,55.0,5.95,6.01,3.72,3827
32254,0.43,Premium,G,VVS2,62.3,60.0,4.85,4.78,3.0,1129
32255,1.0,Good,E,VS2,63.1,56.0,6.37,6.41,4.03,6776
32256,1.0,Fair,F,VS2,66.7,57.0,6.11,6.04,4.05,4732
32257,0.32,Ideal,I,VVS1,61.4,56.0,4.42,4.44,2.72,575
32258,0.4,Ideal,D,VS2,60.8,59.0,4.71,4.76,2.88,917
32259,0.7,Premium,F,SI1,60.1,56.0,5.84,5.78,3.49,2394
32260,0.81,Good,H,SI1,63.0,58.0,5.79,5.87,3.67,2534
32261,0.32,Ideal,G,IF,61.7,57.0,4.39,4.42,2.72,898
32262,0.24,Premium,E,VVS1,60.7,58.0,4.03,4.01,2.44,710
32263,1.07,Very Good,G,VS2,63.0,55.0,6.5,6.55,4.11,6355
32264,1.21,Premium,D,SI2,59.7,58.0,7.06,6.96,4.19,4946
32265,0.9,Good,E,SI2,63.2,57.0,6.06,6.15,3.86,3401
32266,1.1,Premium,D,SI1,58.8,61.0,6.73,6.67,3.94,5606
32267,0.38,Ideal,F,VVS2,62.7,56.0,4.61,4.64,2.9,1033
32268,1.62,Ideal,F,VS2,61.2,57.0,7.52,7.58,4.62,18281
32269,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,938
32270,0.33,Ideal,I,VS2,62.3,54.0,4.45,4.48,2.78,480
32271,0.43,Ideal,D,VS1,62.1,56.0,4.85,4.87,3.02,1207
32272,1.22,Premium,D,VS2,59.6,60.0,6.97,6.95,4.15,8950
32273,1.2,Premium,G,VVS2,62.4,56.0,6.74,6.68,4.19,8870
32274,0.41,Premium,G,SI1,62.5,58.0,4.78,4.75,2.98,923
32275,0.7,Ideal,G,SI1,61.1,57.0,5.72,5.77,3.51,2312
32276,0.33,Ideal,G,VVS1,62.3,55.0,4.44,4.42,2.76,1040
32277,0.51,Ideal,D,VS2,61.7,56.0,5.12,5.15,3.17,1633
32278,0.39,Very Good,G,SI2,62.7,54.0,4.64,4.71,2.93,581
32279,2.01,Fair,G,SI2,56.2,63.0,8.28,8.23,4.64,12450
32280,0.31,Very Good,E,SI1,58.7,60.0,4.45,4.48,2.62,507
32281,1.01,Premium,G,SI2,61.0,58.0,6.48,6.43,3.94,4327
32282,1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,5443
32283,0.9,Good,F,SI1,63.9,59.0,6.09,6.06,3.88,3992
32284,0.3,Ideal,G,IF,61.4,57.0,4.3,4.33,2.65,863
32285,1.53,Very Good,H,SI2,61.2,55.9,7.43,7.46,4.56,9391
32286,0.75,Ideal,F,SI1,62.3,57.0,5.82,5.77,3.61,2744
32287,1.19,Premium,H,VS2,61.0,59.0,6.91,6.8,4.18,6363
32288,0.31,Ideal,E,VS2,61.9,55.0,4.39,4.36,2.71,872
32289,2.01,Good,I,SI1,64.1,60.0,7.92,7.88,5.06,10184
32290,2.02,Premium,H,SI1,61.1,60.0,8.19,8.11,4.98,17489
32291,0.75,Premium,D,SI1,61.3,59.0,5.89,5.82,3.59,2484
32292,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1024
32293,0.59,Ideal,G,VVS2,62.2,56.0,5.39,5.35,3.34,2283
32294,0.3,Ideal,E,VS2,62.0,53.0,4.31,4.33,2.68,603
32295,0.32,Premium,H,VVS1,61.4,58.0,4.38,4.41,2.7,730
32296,0.73,Ideal,F,VS2,62.6,56.0,5.77,5.74,3.6,2762
32297,0.43,Premium,G,SI1,62.7,56.0,4.83,4.8,3.02,968
32298,1.21,Premium,F,SI2,62.4,60.0,6.77,6.73,4.21,4310
32299,0.4,Ideal,G,VS1,62.2,56.0,4.74,4.72,2.94,1125
32300,0.5,Ideal,H,VVS2,60.3,58.0,5.14,5.21,3.12,1608
32301,1.43,Fair,E,SI1,65.1,56.0,7.1,7.03,4.61,7928
32302,1.01,Very Good,F,SI2,62.7,56.0,6.35,6.4,4.0,4121
32303,1.32,Ideal,G,VS1,61.7,56.0,7.03,7.11,4.36,11079
32304,1.44,Premium,F,SI1,62.9,58.0,7.2,7.14,4.51,9653
32305,1.56,Very Good,I,VS1,62.7,58.0,7.42,7.37,4.64,9857
32306,0.4,Ideal,J,IF,62.4,56.0,4.74,4.71,2.95,1063
32307,1.14,Very Good,G,SI2,59.5,59.0,6.79,6.85,4.06,4935
32308,0.3,Ideal,H,VS2,62.1,55.0,4.33,4.36,2.7,491
32309,2.28,Good,J,SI1,63.7,55.0,8.28,8.35,5.3,14220
32310,0.91,Good,H,SI1,63.9,60.0,6.13,6.08,3.9,3425
32311,0.92,Premium,D,SI2,62.4,58.0,6.19,6.18,3.86,4096
32312,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,3584
32313,0.3,Premium,H,VVS1,62.7,59.0,4.29,4.32,2.7,684
32314,0.4,Ideal,G,VVS1,60.8,57.0,4.78,4.81,2.91,1097
32315,0.64,Ideal,H,SI1,61.8,55.0,5.56,5.57,3.44,1880
32316,1.01,Very Good,G,SI1,60.6,57.0,6.49,6.52,3.94,4916
32317,0.31,Very Good,D,SI1,63.1,57.0,4.32,4.3,2.72,732
32318,0.9,Very Good,H,VS1,62.8,59.0,6.07,6.15,3.84,4685
32319,0.5,Premium,E,VS2,62.4,62.0,5.07,5.03,3.15,1629
32320,0.38,Ideal,G,VS2,62.2,56.0,4.62,4.64,2.88,766
32321,0.4,Very Good,H,VS1,61.8,53.0,4.76,4.78,2.95,770
32322,1.13,Ideal,G,VVS2,60.7,57.0,6.74,6.81,4.11,8192
32323,1.01,Ideal,H,SI1,62.3,55.0,6.46,6.45,4.02,5029
32324,0.51,Premium,D,SI1,60.1,60.0,5.17,5.15,3.1,1687
32325,2.09,Ideal,G,VS2,61.8,57.0,8.24,8.17,5.07,17051
32326,0.87,Ideal,H,VS2,61.7,57.0,6.14,6.09,3.77,3118
32327,1.59,Very Good,G,SI2,61.7,59.0,7.41,7.46,4.59,9094
32328,0.24,Ideal,F,VVS2,60.7,56.0,3.98,4.03,2.43,552
32329,1.22,Ideal,F,VS2,61.3,56.0,6.87,6.92,4.23,9203
32330,2.14,Ideal,H,SI2,63.0,55.0,8.25,8.23,5.19,12720
32331,0.73,Premium,F,VS2,58.9,60.0,5.9,5.81,3.45,2446
32332,1.0,Very Good,E,SI2,58.7,59.0,6.5,6.58,3.84,4975
32333,0.34,Ideal,E,VVS1,62.1,57.0,4.46,4.5,2.78,1014
32334,0.72,Very Good,E,SI1,63.3,56.0,5.67,5.71,3.6,3183
32335,1.05,Premium,F,VVS2,61.3,59.0,6.56,6.48,4.0,8693
32336,0.4,Very Good,E,SI1,63.3,56.0,4.74,4.68,2.98,882
32337,0.58,Premium,G,VVS2,59.7,59.0,5.45,5.4,3.24,2095
32338,0.32,Ideal,G,VS2,62.1,56.0,4.36,4.4,2.72,524
32339,0.53,Premium,F,SI1,61.4,58.0,5.19,5.17,3.18,1324
32340,0.7,Very Good,I,VVS1,62.1,58.0,5.62,5.65,3.5,2565
32341,0.32,Premium,H,VVS2,61.0,58.0,4.44,4.41,2.7,828
32342,0.75,Premium,G,SI1,60.9,58.0,5.87,5.83,3.56,2631
32343,0.36,Premium,E,IF,59.4,61.0,4.69,4.61,2.76,1229
32344,2.01,Premium,H,SI1,61.4,56.0,8.19,8.13,5.01,18295
32345,0.54,Ideal,H,VS1,61.8,56.0,5.21,5.25,3.23,1709
32346,0.32,Ideal,D,VS2,61.9,57.0,4.37,4.39,2.71,758
32347,2.02,Premium,I,SI2,61.1,61.0,8.11,8.08,4.95,13991
32348,0.71,Very Good,D,SI1,63.3,59.0,5.55,5.66,3.55,2525
32349,0.41,Premium,F,VS1,60.8,58.0,4.82,4.76,2.91,1076
32350,0.59,Ideal,D,SI1,61.8,56.0,5.4,5.37,3.33,1912
32351,1.2,Good,H,SI2,59.7,63.0,6.84,6.87,4.09,5085
32352,0.31,Good,D,VS2,63.6,56.0,4.26,4.32,2.73,567
32353,1.12,Premium,D,SI2,61.2,60.0,6.67,6.63,4.07,5329
32354,0.33,Ideal,G,VS1,61.7,56.0,4.47,4.44,2.75,854
32355,0.7,Ideal,D,VS2,61.2,57.0,5.69,5.75,3.5,3788
32356,0.41,Ideal,E,VVS2,61.4,56.0,4.81,4.77,2.94,1243
32357,0.83,Premium,E,SI1,60.7,58.0,6.06,6.09,3.69,3482
32358,0.27,Ideal,E,VS1,60.5,56.0,4.21,4.22,2.55,577
32359,1.56,Very Good,J,SI2,61.4,58.0,7.4,7.45,4.56,6662
32360,0.3,Fair,E,VVS2,66.6,54.0,4.14,4.18,2.77,586
32361,1.25,Premium,G,VVS1,62.0,58.0,6.96,6.87,4.29,7389
32362,0.35,Ideal,G,VS1,61.9,55.0,4.51,4.53,2.8,706
32363,0.31,Premium,F,VS2,61.4,55.0,4.34,4.32,2.66,802
32364,1.3,Very Good,H,VS2,62.5,59.0,6.93,6.96,4.34,7092
32365,0.56,Fair,E,VVS2,57.3,60.0,5.5,5.57,3.17,2426
32366,1.14,Ideal,H,SI2,62.6,57.0,6.72,6.63,4.18,4788
32367,0.9,Ideal,I,SI1,62.0,56.0,6.16,6.23,3.84,3537
32368,0.33,Ideal,E,VS2,61.3,55.0,4.48,4.46,2.74,928
32369,0.32,Ideal,G,VS2,62.5,56.0,4.42,4.38,2.75,720
32370,0.38,Ideal,F,I1,62.5,57.0,4.64,4.61,2.89,638
32371,0.32,Ideal,F,VS2,62.6,55.0,4.41,4.38,2.75,828
32372,0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,851
32373,0.6,Ideal,I,SI2,61.9,55.0,5.43,5.46,3.37,1182
32374,0.31,Ideal,H,SI1,61.2,58.0,4.37,4.39,2.68,417
32375,0.3,Ideal,F,SI1,61.2,55.0,4.35,4.37,2.67,609
32376,0.7,Fair,F,SI1,65.9,59.0,5.53,5.49,3.63,2167
32377,1.01,Premium,H,SI2,58.8,58.0,6.62,6.57,3.88,4242
32378,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1834
32379,0.77,Premium,E,VS1,60.8,56.0,5.95,5.9,3.6,3260
32380,2.14,Premium,I,VS2,59.3,59.0,8.39,8.43,5.0,15418
32381,0.83,Premium,E,SI2,59.2,60.0,6.17,6.12,3.64,2859
32382,1.11,Ideal,I,SI1,61.9,57.0,6.62,6.67,4.11,4709
32383,0.46,Ideal,J,VVS1,62.5,56.0,4.89,4.93,3.07,953
32384,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,6968
32385,0.6,Good,J,VS1,58.9,60.5,5.5,5.57,3.26,1306
32386,0.31,Ideal,D,SI1,62.7,56.0,4.36,4.32,2.72,732
32387,1.59,Ideal,H,SI1,61.4,55.0,7.56,7.51,4.63,10284
32388,1.08,Ideal,H,SI2,61.0,57.0,6.64,6.6,4.04,4536
32389,0.3,Very Good,G,IF,61.4,59.0,4.27,4.3,2.63,831
32390,0.42,Ideal,G,VVS1,61.1,56.0,4.82,4.87,2.96,1179
32391,0.5,Ideal,D,VS1,62.4,53.7,5.08,5.12,3.18,2033
32392,0.9,Good,E,SI1,63.8,61.0,6.08,6.05,3.87,3332
32393,0.4,Ideal,F,VVS2,62.4,56.0,4.74,4.72,2.95,1163
32394,0.6,Premium,D,SI1,62.9,58.0,5.39,5.33,3.37,1799
32395,0.3,Ideal,G,VS1,61.4,55.0,4.32,4.38,2.67,524
32396,1.04,Ideal,G,VVS2,61.5,57.0,6.51,6.54,4.01,9465
32397,1.01,Ideal,D,SI2,62.0,57.0,6.42,6.38,3.97,4242
32398,0.32,Ideal,E,VVS2,61.6,55.0,4.42,4.45,2.73,790
32399,1.25,Premium,H,SI2,61.2,62.0,6.95,6.84,4.22,5740
32400,0.7,Ideal,F,VS1,62.4,56.0,5.67,5.65,3.53,3199
32401,1.06,Premium,I,SI1,61.9,57.0,6.61,6.51,4.06,4452
32402,0.41,Ideal,F,SI2,61.6,54.0,4.78,4.8,2.95,612
32403,0.56,Very Good,F,SI1,62.9,56.0,5.25,5.27,3.31,1436
32404,0.38,Ideal,F,VS1,60.9,55.0,4.69,4.73,2.87,891
32405,0.51,Premium,G,VS1,62.3,59.0,5.12,5.06,3.17,1781
32406,0.57,Premium,G,SI1,62.6,56.0,5.29,5.26,3.3,1915
32407,0.41,Very Good,F,SI1,63.5,56.0,4.75,4.7,3.0,904
32408,0.31,Premium,E,VS2,58.1,60.0,4.49,4.42,2.59,639
32409,2.1,Ideal,I,SI2,61.9,56.0,8.22,8.2,5.08,15653
32410,1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,3399
32411,0.3,Ideal,D,SI1,61.9,54.0,4.32,4.34,2.68,552
32412,0.32,Premium,J,IF,61.2,59.0,4.41,4.44,2.71,533
32413,0.7,Very Good,G,SI2,63.2,57.0,5.66,5.59,3.55,1715
32414,0.41,Very Good,J,VVS2,63.1,60.0,4.67,4.71,2.96,754
32415,0.27,Very Good,E,VVS1,60.9,59.0,4.17,4.21,2.55,620
32416,1.28,Ideal,G,VS1,62.1,57.0,6.91,6.94,4.3,10126
32417,0.42,Ideal,E,SI2,62.9,56.0,4.8,4.77,3.01,898
32418,0.42,Ideal,E,VS2,62.4,55.0,4.83,4.79,3.0,1024
32419,0.3,Premium,E,VS1,61.8,58.0,4.33,4.31,2.67,911
32420,1.03,Premium,E,SI2,61.4,58.0,6.49,6.45,3.97,4328
32421,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,765
32422,0.36,Very Good,H,VVS1,62.0,55.0,4.57,4.6,2.84,753
32423,0.5,Premium,E,VS2,61.5,56.0,5.11,5.07,3.13,1746
32424,0.31,Premium,F,VS2,61.6,58.0,4.38,4.35,2.69,802
32425,0.38,Premium,G,VS1,61.0,58.0,4.71,4.67,2.86,1069
32426,0.72,Premium,G,VS1,58.9,58.0,5.93,5.85,3.47,3032
32427,0.75,Premium,G,VVS2,62.5,56.0,5.84,5.78,3.63,3486
32428,0.57,Good,G,SI1,63.3,55.0,5.29,5.32,3.36,1364
32429,0.61,Premium,F,SI1,62.4,59.0,5.37,5.33,3.34,1547
32430,0.74,Premium,E,VS1,60.9,62.0,5.83,5.8,3.54,2999
32431,0.57,Premium,G,VS2,62.6,55.0,5.31,5.26,3.31,1728
32432,0.28,Ideal,F,IF,62.0,53.0,4.23,4.29,2.64,825
32433,0.5,Ideal,I,VS2,62.5,55.0,5.05,5.09,3.17,1244
32434,1.2,Ideal,G,VS2,61.9,56.0,6.86,6.81,4.23,7548
32435,2.06,Ideal,I,SI2,61.4,57.0,8.22,8.18,5.03,10728
32436,0.9,Fair,D,SI2,64.7,54.0,6.1,6.04,3.93,3205
32437,0.42,Premium,D,SI1,61.9,59.0,4.76,4.81,2.96,810
32438,0.72,Very Good,E,SI2,59.9,57.0,5.85,5.9,3.52,2573
32439,0.33,Ideal,G,VS2,61.7,55.9,4.45,4.49,2.75,604
32440,0.31,Premium,G,SI1,61.8,60.0,4.35,4.32,2.68,593
32441,1.5,Good,H,SI2,59.8,61.0,7.39,7.49,4.45,6798
32442,0.9,Premium,E,VS2,62.3,55.0,6.18,6.14,3.84,4062
32443,1.15,Ideal,H,SI2,62.0,56.0,6.68,6.75,4.16,4870
32444,0.6,Ideal,G,VVS1,62.0,55.5,5.37,5.42,3.35,2524
32445,0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,671
32446,1.6,Ideal,H,IF,61.5,53.0,7.57,7.69,4.66,16300
32447,0.31,Good,E,SI1,63.1,55.0,4.33,4.36,2.74,544
32448,0.32,Ideal,G,VVS1,60.8,56.0,4.44,4.37,2.68,1080
32449,0.31,Ideal,H,VS1,61.7,57.0,4.38,4.34,2.69,698
32450,0.31,Ideal,D,SI1,62.2,55.0,4.37,4.34,2.71,732
32451,1.0,Good,H,SI1,63.7,60.0,6.3,6.33,4.02,4702
32452,0.9,Premium,E,SI1,62.8,58.0,6.13,6.09,3.84,4677
32453,1.0,Ideal,E,SI1,62.7,57.0,6.39,6.49,4.04,5622
32454,0.6,Ideal,F,VS2,61.5,56.0,5.43,5.47,3.35,2358
32455,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5508
32456,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,3220
32457,1.61,Very Good,G,SI2,63.4,55.0,7.47,7.35,4.7,6915
32458,0.73,Ideal,F,SI2,59.6,56.0,5.89,5.85,3.5,2164
32459,1.14,Ideal,D,SI2,61.4,56.0,6.69,6.77,4.13,5548
32460,1.01,Good,H,SI1,63.1,59.0,6.32,6.36,4.0,4749
32461,0.51,Ideal,F,VS2,62.0,56.0,5.11,5.14,3.18,1595
32462,1.0,Good,E,VVS2,57.8,61.0,6.55,6.46,3.76,8960
32463,1.2,Ideal,J,SI2,59.1,62.0,6.97,6.94,4.11,4509
32464,1.06,Ideal,D,VVS2,62.0,57.0,6.52,6.54,4.05,11837
32465,0.51,Ideal,H,SI1,59.8,57.0,5.22,5.25,3.13,1154
32466,1.04,Premium,F,VS2,61.7,59.0,6.45,6.49,3.99,6782
32467,1.02,Good,G,VS1,63.3,58.0,6.38,6.42,4.05,6738
32468,0.31,Ideal,D,SI1,61.7,57.0,4.38,4.34,2.69,732
32469,0.41,Very Good,E,VS2,62.7,58.0,4.68,4.73,2.95,833
32470,0.56,Ideal,E,SI1,62.3,56.0,5.3,5.26,3.29,1698
32471,0.38,Premium,D,VS1,61.9,60.0,4.62,4.66,2.87,1067
32472,0.3,Ideal,E,VVS2,62.3,54.0,4.31,4.36,2.7,742
32473,0.8,Ideal,H,SI1,61.0,57.0,6.07,6.0,3.68,2818
32474,1.51,Premium,H,SI2,62.5,57.0,7.36,7.26,4.57,7864
32475,0.59,Very Good,G,VS2,61.1,57.0,5.4,5.43,3.31,1664
32476,1.51,Ideal,H,VS2,61.4,58.0,7.36,7.42,4.54,10861
32477,0.7,Very Good,E,SI1,63.2,57.0,5.63,5.61,3.55,2518
32478,0.4,Ideal,G,SI2,60.4,56.0,4.78,4.82,2.9,745
32479,0.28,Ideal,H,IF,63.0,55.0,4.14,4.19,2.62,586
32480,1.02,Fair,E,SI2,65.3,59.0,6.28,6.22,4.08,3838
32481,0.27,Ideal,I,VS1,61.9,54.0,4.14,4.19,2.58,432
32482,1.26,Very Good,H,VS2,63.8,52.0,6.89,6.84,4.38,7567
32483,0.7,Very Good,E,SI2,60.8,57.0,5.66,5.72,3.46,2324
32484,0.54,Ideal,G,VVS2,61.2,56.0,5.25,5.28,3.22,1914
32485,0.33,Ideal,H,VVS2,61.9,55.0,4.47,4.45,2.76,854
32486,1.0,Good,J,SI2,62.7,58.0,6.28,6.32,3.95,3234
32487,1.25,Very Good,G,VS1,60.7,56.0,6.93,7.01,4.23,9116
32488,1.02,Premium,J,SI2,62.3,58.0,6.42,6.37,3.98,3119
32489,0.6,Premium,D,VS2,62.8,59.0,5.39,5.35,3.37,2037
32490,1.7,Premium,G,SI2,62.2,59.0,7.68,7.6,4.75,7414
32491,0.32,Good,G,SI1,63.5,56.0,4.35,4.38,2.77,477
32492,1.76,Ideal,I,VS1,62.0,57.0,7.71,7.74,4.79,11616
32493,0.3,Ideal,H,VS1,62.9,56.0,4.27,4.22,2.67,675
32494,1.2,Very Good,H,SI1,62.4,57.0,6.76,6.8,4.23,5868
32495,0.4,Ideal,E,VVS2,61.5,55.0,4.79,4.77,2.94,1056
32496,0.33,Good,F,SI1,61.8,62.0,4.4,4.45,2.74,536
32497,0.72,Ideal,E,VS1,62.6,55.0,5.7,5.73,3.58,3275
32498,0.33,Premium,H,VS1,60.0,61.0,4.52,4.48,2.7,743
32499,1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,5033
32500,0.4,Ideal,F,IF,61.8,55.0,4.74,4.8,2.95,1261
32501,0.27,Very Good,E,VVS1,61.5,58.0,4.16,4.23,2.58,620
32502,1.01,Premium,F,SI2,62.7,58.0,6.38,6.32,3.98,3733
32503,0.4,Very Good,G,SI1,62.7,59.0,4.67,4.71,2.94,702
32504,0.42,Very Good,F,VS1,59.8,57.0,4.85,4.89,2.91,921
32505,0.38,Very Good,F,SI2,61.2,57.0,4.67,4.71,2.87,585
32506,2.02,Very Good,H,SI2,63.1,54.0,8.09,7.99,5.07,13655
32507,0.75,Very Good,E,SI2,59.0,58.0,5.95,5.99,3.52,2363
32508,1.0,Fair,F,SI2,65.5,54.0,6.2,6.16,4.05,3864
32509,0.41,Ideal,F,VS1,62.1,56.0,4.8,4.77,2.97,1076
32510,1.0,Ideal,G,VS1,62.7,54.0,6.37,6.42,4.01,6349
32511,1.35,Ideal,G,VS1,61.5,56.0,7.15,7.12,4.39,10378
32512,1.15,Ideal,I,SI2,61.3,57.0,6.78,6.71,4.13,5216
32513,0.32,Premium,G,VS1,62.1,58.0,4.39,4.37,2.72,828
32514,2.12,Premium,G,SI2,62.6,59.0,8.18,8.12,5.1,18164
32515,1.69,Very Good,E,SI2,62.6,59.0,7.53,7.61,4.74,10317
32516,0.9,Good,J,SI1,64.0,61.0,6.0,5.96,3.83,2873
32517,1.51,Very Good,D,VS2,63.2,58.0,7.29,7.33,4.62,14416
32518,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,5816
32519,0.73,Ideal,F,VS1,61.1,57.0,5.8,5.89,3.57,3140
32520,0.32,Very Good,H,VVS2,61.6,55.0,4.42,4.44,2.73,645
32521,1.0,Very Good,D,SI2,62.5,58.0,6.35,6.44,4.0,4661
32522,1.03,Premium,D,SI2,60.6,60.0,6.52,6.46,3.93,5076
32523,0.54,Ideal,F,VS2,61.0,56.0,5.27,5.32,3.23,1615
32524,0.52,Very Good,D,VS2,59.4,61.0,5.23,5.24,3.11,1701
32525,0.54,Ideal,H,VS1,62.4,56.0,5.22,5.2,3.25,1637
32526,1.09,Ideal,H,SI1,61.1,57.0,6.69,6.6,4.1,5219
32527,0.73,Ideal,J,VS2,62.0,56.0,5.76,5.79,3.58,2258
32528,0.43,Ideal,G,VVS1,61.4,57.0,4.85,4.89,2.99,1037
32529,0.71,Very Good,E,VS1,63.4,58.0,5.64,5.68,3.59,3009
32530,0.42,Ideal,E,VS2,62.0,55.0,4.8,4.82,2.98,958
32531,0.41,Very Good,D,SI1,63.1,57.0,4.73,4.68,2.97,920
32532,1.5,Premium,I,VVS1,62.4,60.0,7.29,7.32,4.56,10956
32533,1.11,Ideal,G,VS2,61.7,56.0,6.62,6.66,4.1,7109
32534,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,911
32535,0.91,Premium,E,SI2,62.8,59.0,6.16,6.13,3.86,3898
32536,1.27,Premium,G,VS1,61.1,60.0,6.99,7.03,4.28,9371
32537,0.55,Ideal,D,VS2,62.3,55.0,5.24,5.29,3.28,1928
32538,1.2,Premium,H,SI1,60.8,60.0,6.87,6.79,4.15,5822
32539,0.32,Very Good,F,VS1,62.3,55.0,4.38,4.42,2.74,696
32540,0.83,Ideal,H,SI2,61.8,57.0,6.08,5.99,3.73,1863
32541,0.4,Ideal,G,VS2,62.9,56.0,4.72,4.69,2.96,1035
32542,1.01,Premium,D,SI1,62.8,58.0,6.37,6.3,3.98,4751
32543,1.05,Very Good,J,I1,59.6,63.0,6.61,6.55,3.92,2705
32544,0.24,Ideal,F,VS2,61.2,57.0,4.04,4.06,2.48,419
32545,1.01,Good,G,VS1,64.0,60.0,6.29,6.33,4.04,6509
32546,0.54,Premium,G,SI1,59.0,60.0,5.4,5.35,3.17,1389
32547,0.5,Premium,E,VS2,62.0,58.0,5.07,5.09,3.15,1559
32548,0.53,Ideal,D,VS2,62.2,56.0,5.17,5.18,3.22,1809
32549,1.0,Very Good,H,SI2,63.4,61.0,6.33,6.29,4.0,3920
32550,0.59,Very Good,G,VS2,62.8,59.0,5.28,5.33,3.33,1623
32551,0.5,Ideal,G,VVS2,61.4,56.0,5.11,5.15,3.15,1787
32552,0.9,Premium,E,SI2,62.2,60.0,6.19,6.15,3.84,3599
32553,0.71,Ideal,G,SI2,61.7,55.0,5.71,5.74,3.53,2266
32554,1.15,Premium,F,VS1,62.7,58.0,6.72,6.67,4.2,8018
32555,1.57,Ideal,G,VS1,61.9,55.0,7.53,7.47,4.64,13462
32556,0.77,Very Good,J,VS2,62.1,62.0,5.82,5.87,3.63,1843
32557,0.31,Very Good,E,SI1,63.5,55.0,4.35,4.31,2.75,698
32558,0.4,Very Good,F,SI1,63.3,57.0,4.68,4.73,2.98,798
32559,0.26,Very Good,F,VVS1,60.8,58.0,4.11,4.18,2.52,679
32560,1.51,Premium,E,I1,59.0,62.0,7.41,7.36,4.36,6494
